setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
QARzJ,283.15,101.325,1.51343,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,288.15,101.325,1.50977,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,293.15,101.325,1.50838,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,298.15,101.325,1.50649,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,303.15,101.325,1.50463,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,308.15,101.325,1.50277,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,313.15,101.325,1.50096,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,318.15,101.325,1.49918,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,323.15,101.325,1.49747,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,328.15,101.325,1.49579,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,333.15,101.325,1.49417,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,338.15,101.325,1.49255,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,343.15,101.325,1.49103,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,348.15,101.325,1.48955,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
QARzJ,353.15,101.325,1.48809,Neves et al. (2013b),Refractive index,Liquid,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,,,,,
