setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
CRRDb,293.15,0.0004,101,1.5757,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,293.15,0.0025,101,1.5745,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,293.15,0.0051,101,1.5729,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,293.15,0.0063,101,1.5722,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,293.15,0.007,101,1.5718,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,293.15,0.009,101,1.5707,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,298.15,0.0004,101,1.5742,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,298.15,0.0025,101,1.5731,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,298.15,0.0051,101,1.5716,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,298.15,0.0063,101,1.5709,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,298.15,0.007,101,1.5704,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,298.15,0.009,101,1.5693,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,303.15,0.0004,101,1.5728,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,303.15,0.0025,101,1.5718,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,303.15,0.0051,101,1.5702,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,303.15,0.0063,101,1.5696,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,303.15,0.007,101,1.5692,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,303.15,0.009,101,1.568,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,308.15,0.0004,101,1.5714,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,308.15,0.0025,101,1.5704,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,308.15,0.0051,101,1.5688,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,308.15,0.0063,101,1.5682,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,308.15,0.007,101,1.5677,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,308.15,0.009,101,1.5666,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,313.15,0.0004,101,1.5701,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,313.15,0.0025,101,1.569,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,313.15,0.0051,101,1.5674,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,313.15,0.0063,101,1.5668,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,313.15,0.007,101,1.5662,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,313.15,0.009,101,1.5653,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,318.15,0.0004,101,1.5688,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,318.15,0.0025,101,1.5676,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,318.15,0.0051,101,1.566,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,318.15,0.0063,101,1.5654,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,318.15,0.007,101,1.5649,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,318.15,0.009,101,1.564,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,323.15,0.0004,101,1.5674,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,323.15,0.0025,101,1.5662,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,323.15,0.0051,101,1.5646,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,323.15,0.0063,101,1.5641,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,323.15,0.007,101,1.5635,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,323.15,0.009,101,1.5627,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,328.15,0.0004,101,1.5661,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,328.15,0.0025,101,1.5649,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,328.15,0.0051,101,1.5632,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,328.15,0.0063,101,1.5626,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,328.15,0.007,101,1.5621,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,328.15,0.009,101,1.5612,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,333.15,0.0004,101,1.5648,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,333.15,0.0025,101,1.5636,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,333.15,0.0051,101,1.5618,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,333.15,0.0063,101,1.5612,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,333.15,0.007,101,1.5608,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,333.15,0.009,101,1.5597,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,338.15,0.0004,101,1.5635,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,338.15,0.0025,101,1.5622,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,338.15,0.0051,101,1.5605,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
