setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
IpaqO,0.0341,298.15,101,1.4334,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.0854,298.15,101,1.4373,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.1079,298.15,101,1.439,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.1946,298.15,101,1.4449,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.2446,298.15,101,1.4479,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.2999,298.15,101,1.4511,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.353,298.15,101,1.454,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.4399,298.15,101,1.4582,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.5061,298.15,101,1.4616,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.5299,298.15,101,1.4625,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.636,298.15,101,1.4672,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.717,298.15,101,1.4703,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.8055,298.15,101,1.4735,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
IpaqO,0.907,298.15,101,1.4768,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
