setid,Weight fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ZoyKf,0.0016,293.15,100,1.5673,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0016,298.15,100,1.5661,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0016,303.15,100,1.5649,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0016,308.15,100,1.5637,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0016,313.15,100,1.5624,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0016,318.15,100,1.5611,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0016,323.15,100,1.5598,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0016,328.15,100,1.5585,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0016,333.15,100,1.5577,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0016,338.15,100,1.5564,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0016,343.15,100,1.5553,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0034,293.15,100,1.5662,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0034,298.15,100,1.565,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0034,303.15,100,1.5637,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0034,308.15,100,1.5625,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0034,313.15,100,1.5612,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0034,318.15,100,1.5599,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0034,323.15,100,1.5586,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0034,328.15,100,1.5573,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0034,333.15,100,1.5565,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0034,338.15,100,1.5553,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0034,343.15,100,1.5541,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0065,293.15,100,1.5643,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0065,298.15,100,1.5632,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0065,303.15,100,1.5619,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0065,308.15,100,1.5608,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0065,313.15,100,1.5595,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0065,318.15,100,1.5582,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0065,323.15,100,1.5569,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0065,328.15,100,1.5556,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0065,333.15,100,1.5546,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0065,338.15,100,1.5535,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0065,343.15,100,1.5524,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0079,293.15,100,1.5634,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0079,298.15,100,1.5622,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0079,303.15,100,1.5611,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0079,308.15,100,1.5598,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0079,313.15,100,1.5585,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0079,318.15,100,1.5572,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,0.0079,323.15,100,1.5559,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
