setid,Mole fraction of 1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
jlsmZ,0,294.993,100,632.8,1.6156,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0,296.717,100,632.8,1.6147,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0,297.766,100,632.8,1.6141,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.01,282.848,100,632.8,1.6159,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.01,283.921,100,632.8,1.6153,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.01,284.989,100,632.8,1.6148,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.01,286.201,100,632.8,1.6141,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.01,287.337,100,632.8,1.6135,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.01,288.435,100,632.8,1.6129,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.02,291.197,100,632.8,1.605,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.02,292.394,100,632.8,1.6043,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.02,293.516,100,632.8,1.6037,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.02,294.723,100,632.8,1.6031,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.02,296.582,100,632.8,1.6021,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.02,297.711,100,632.8,1.6015,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.039,292.506,100,632.8,1.5938,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.039,293.809,100,632.8,1.5932,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.039,295.028,100,632.8,1.5926,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.039,297.012,100,632.8,1.5916,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.039,298.056,100,632.8,1.591,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.039,299.135,100,632.8,1.5905,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.058,292.815,100,632.8,1.5842,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.058,293.954,100,632.8,1.5837,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.058,295.01,100,632.8,1.5831,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.058,296.343,100,632.8,1.5825,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.058,297.341,100,632.8,1.582,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.058,298.706,100,632.8,1.5813,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.078,291.181,100,632.8,1.5752,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.078,292.5,100,632.8,1.5746,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.078,294.426,100,632.8,1.5737,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.078,295.618,100,632.8,1.5731,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.078,296.69,100,632.8,1.5727,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.078,298.077,100,632.8,1.572,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.096,288.647,100,632.8,1.5684,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.096,289.582,100,632.8,1.5679,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.096,291.305,100,632.8,1.5671,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.096,293.314,100,632.8,1.5662,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.096,295.39,100,632.8,1.5652,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.096,296.746,100,632.8,1.5646,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.12,286.153,100,632.8,1.5604,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.12,288.357,100,632.8,1.5594,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.12,289.616,100,632.8,1.5588,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.12,291.011,100,632.8,1.5582,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.12,292.32,100,632.8,1.5576,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.12,293.434,100,632.8,1.5571,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.149,283.747,100,632.8,1.5508,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.149,285.856,100,632.8,1.5498,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.149,287.768,100,632.8,1.549,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.149,289.601,100,632.8,1.5482,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.149,290.715,100,632.8,1.5477,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.149,292.368,100,632.8,1.5469,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.176,282.788,100,632.8,1.5425,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.176,283.837,100,632.8,1.5421,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.176,284.802,100,632.8,1.5417,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.176,285.999,100,632.8,1.5412,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.176,287.64,100,632.8,1.5405,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,0.176,289.117,100,632.8,1.5398,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,1,281.893,100,632.8,1.4389,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,1,282.851,100,632.8,1.4386,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,1,283.73,100,632.8,1.4384,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,1,284.761,100,632.8,1.4381,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,1,286.129,100,632.8,1.4376,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,1,287.603,100,632.8,1.4372,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,1,288.885,100,632.8,1.4368,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,1,290.015,100,632.8,1.4364,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
jlsmZ,1,291.059,100,632.8,1.4361,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
