setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
Sqzob,303.15,0.1008,100,1.56202,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,303.15,0.2035,100,1.53814,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,303.15,0.3059,100,1.51691,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,303.15,0.4053,100,1.49592,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,303.15,0.5073,100,1.47616,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,303.15,0.6013,100,1.45885,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,303.15,0.7046,100,1.44449,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,303.15,0.8067,100,1.43188,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,303.15,0.9059,100,1.42066,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,303.15,1,100,1.41117,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,313.15,0,100,1.57823,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,313.15,0.1008,100,1.55833,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,313.15,0.2035,100,1.53436,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,313.15,0.3059,100,1.51285,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,313.15,0.4053,100,1.49183,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,313.15,0.5073,100,1.47269,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,313.15,0.6013,100,1.45515,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,313.15,0.7046,100,1.44126,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,313.15,0.8067,100,1.42857,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,313.15,0.9059,100,1.41748,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,313.15,1,100,1.40802,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,323.15,0,100,1.57494,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,323.15,0.1008,100,1.55464,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,323.15,0.2035,100,1.53058,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,323.15,0.3059,100,1.5078,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,323.15,0.4053,100,1.48774,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,323.15,0.5073,100,1.46922,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,323.15,0.6013,100,1.45245,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,323.15,0.7046,100,1.43823,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,323.15,0.8067,100,1.42556,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,323.15,0.9059,100,1.41454,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
Sqzob,323.15,1,100,1.40512,Narsimlu et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
