setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
iuHNX,293.15,0,101,1.45601,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,293.15,0.0999,101,1.44991,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,293.15,0.2001,101,1.44389,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,293.15,0.2994,101,1.4394,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,293.15,0.4004,101,1.43589,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,293.15,0.4999,101,1.43332,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,293.15,0.5994,101,1.43129,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,293.15,0.7005,101,1.42954,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,293.15,0.7992,101,1.4282,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,293.15,0.9002,101,1.42712,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,293.15,1,101,1.42592,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,298.15,0,101,1.45432,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,298.15,0.0999,101,1.44855,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,298.15,0.2001,101,1.44225,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,298.15,0.2994,101,1.43802,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,298.15,0.4004,101,1.43458,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,298.15,0.4999,101,1.43184,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,298.15,0.5994,101,1.4299,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,298.15,0.7005,101,1.42799,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,298.15,0.7992,101,1.42688,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,298.15,0.9002,101,1.42585,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,298.15,1,101,1.42475,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
iuHNX,303.15,0,101,1.45273,Taib and Murugesan (2012),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
