setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
YSvSp,293.15,0.9033,101,1.42308,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,293.15,0.9952,101,1.42431,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,293.15,1,101,1.4244,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,0,101,1.36977,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,0.0547,101,1.38058,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,0.0964,101,1.38636,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,0.1996,101,1.39757,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,0.2941,101,1.40405,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,0.3939,101,1.409,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,0.4944,101,1.41271,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,0.6046,101,1.41599,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,0.7033,101,1.4182,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,0.8019,101,1.42008,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,0.9033,101,1.42168,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,0.9952,101,1.42294,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,298.15,1,101,1.42302,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,0,101,1.36712,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,0.0547,101,1.37906,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,0.0964,101,1.38508,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,0.1996,101,1.39557,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,0.2941,101,1.40226,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,0.3939,101,1.40728,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,0.4944,101,1.41112,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,0.6046,101,1.41437,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,0.7033,101,1.41663,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,0.8019,101,1.41862,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,0.9033,101,1.42027,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,0.9952,101,1.42155,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
YSvSp,303.15,1,101,1.42165,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
