setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
GLOlB,288.15,0,100,1.47444,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,288.15,0.1007,100,1.48522,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,288.15,0.1999,100,1.4929,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,288.15,0.2985,100,1.49915,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,288.15,0.3856,100,1.50396,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,288.15,0.4985,100,1.50891,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,288.15,0.6069,100,1.51265,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,288.15,0.6969,100,1.51522,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,288.15,0.7981,100,1.51764,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,288.15,0.8903,100,1.51924,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,288.15,1,100,1.52121,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,293.15,0,100,1.47228,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,293.15,0.1007,100,1.48314,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,293.15,0.1999,100,1.49097,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,293.15,0.2985,100,1.49729,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,293.15,0.3856,100,1.50221,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,293.15,0.4985,100,1.50724,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,293.15,0.6069,100,1.51105,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,293.15,0.6969,100,1.51362,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,293.15,0.7981,100,1.51606,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,293.15,0.8903,100,1.51768,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,293.15,1,100,1.51967,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,298.15,0,100,1.47008,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,298.15,0.1007,100,1.4811,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,298.15,0.1999,100,1.48889,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,298.15,0.2985,100,1.49518,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,298.15,0.3856,100,1.5001,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,298.15,0.4985,100,1.50511,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,298.15,0.6069,100,1.50883,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,298.15,0.6969,100,1.51134,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,298.15,0.7981,100,1.51372,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,298.15,0.8903,100,1.51527,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,298.15,1,100,1.51714,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,303.15,0,100,1.46789,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,303.15,0.1007,100,1.47912,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,303.15,0.1999,100,1.48697,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,303.15,0.2985,100,1.4934,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,303.15,0.3856,100,1.49838,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,303.15,0.4985,100,1.50344,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,303.15,0.6069,100,1.50725,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,303.15,0.6969,100,1.50978,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,303.15,0.7981,100,1.51217,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,303.15,0.8903,100,1.51374,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,303.15,1,100,1.51562,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,308.15,0,100,1.46589,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,308.15,0.1007,100,1.47707,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,308.15,0.1999,100,1.48506,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,308.15,0.2985,100,1.49162,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,308.15,0.3856,100,1.49663,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,308.15,0.4985,100,1.50177,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,308.15,0.6069,100,1.50562,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,308.15,0.6969,100,1.50822,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,308.15,0.7981,100,1.51059,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,308.15,0.8903,100,1.51221,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,308.15,1,100,1.51411,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,313.15,0,100,1.46378,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,313.15,0.1007,100,1.47509,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,313.15,0.1999,100,1.48324,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,313.15,0.2985,100,1.48985,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,313.15,0.3856,100,1.49494,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
GLOlB,313.15,0.4985,100,1.50014,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,,
