setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
aILBy,293.15,0,101,1.36138,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,293.15,0.0009,101,1.36162,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,293.15,0.0021,101,1.36196,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,293.15,0.0033,101,1.36222,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,293.15,0.0056,101,1.36281,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,293.15,0.496,101,1.40171,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,293.15,0.5032,101,1.40193,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,293.15,0.5981,101,1.40432,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,293.15,0.7045,101,1.40639,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,293.15,0.8003,101,1.4079,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,293.15,0.9002,101,1.4093,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,293.15,0.9834,101,1.41052,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,293.15,1,101,1.41069,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,298.15,0,101,1.35929,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
aILBy,298.15,0.0009,101,1.35956,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
