setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
Cubyh,298.15,0.3949,101,1.41302,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,298.15,0.4983,101,1.41614,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,298.15,0.5752,101,1.41779,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,298.15,0.6815,101,1.41979,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,298.15,0.7683,101,1.42095,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,298.15,0.8315,101,1.42198,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,298.15,0.9315,101,1.42337,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,298.15,1,101,1.42302,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,0,101,1.37355,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,0.0475,101,1.38505,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,0.0972,101,1.39284,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,0.1918,101,1.40124,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,0.2947,101,1.40709,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,0.3949,101,1.41133,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,0.4983,101,1.41466,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,0.5752,101,1.41645,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,0.6815,101,1.41825,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,0.7683,101,1.41949,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,0.8315,101,1.42051,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,0.9315,101,1.42199,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
Cubyh,303.15,1,101,1.42165,Pereiro and Rodriguez (2008c),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
