setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
MtRpk,293.15,0.8997,101,1.40991,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,293.15,0.9499,101,1.41046,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,293.15,1,101,1.41069,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,0,101,1.36977,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,0.052,101,1.37726,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,0.0979,101,1.38208,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,0.198,101,1.39005,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,0.2939,101,1.39538,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,0.3968,101,1.39946,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,0.4883,101,1.4023,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,0.5936,101,1.40451,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,0.7,101,1.40638,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,0.8146,101,1.40768,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,0.8997,101,1.40855,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,0.9499,101,1.40915,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,298.15,1,101,1.40937,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,0,101,1.36712,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,0.052,101,1.3752,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,0.0979,101,1.38016,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,0.198,101,1.38819,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,0.2939,101,1.39346,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,0.3968,101,1.39774,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,0.4883,101,1.40065,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,0.5936,101,1.40301,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,0.7,101,1.4049,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,0.8146,101,1.40632,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,0.8997,101,1.40723,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,0.9499,101,1.40793,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
MtRpk,303.15,1,101,1.40808,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
