setid,Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NWRdD,0.2,298.15,101,1.581,Anantharaj and Banerjee (2011),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
NWRdD,0.3,298.15,101,1.5762,Anantharaj and Banerjee (2011),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
NWRdD,0.4,298.15,101,1.5699,Anantharaj and Banerjee (2011),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
NWRdD,0.5,298.15,101,1.5614,Anantharaj and Banerjee (2011),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
NWRdD,0.6,298.15,101,1.5541,Anantharaj and Banerjee (2011),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
NWRdD,0.7,298.15,101,1.5518,Anantharaj and Banerjee (2011),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
NWRdD,0.8,298.15,101,1.5507,Anantharaj and Banerjee (2011),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
