setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
OEYaV,304.92,101.325,1.40212,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,306.89,101.325,1.40165,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,308.37,101.325,1.40123,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,309.67,101.325,1.40084,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,311.01,101.325,1.40065,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,311.91,101.325,1.40041,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,312.94,101.325,1.40037,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,313.41,101.325,1.4003,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,314.05,101.325,1.40042,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,314.38,101.325,1.40059,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,314.62,101.325,1.40077,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,314.79,101.325,1.40097,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,314.9,101.325,1.40117,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,314.96,101.325,1.40137,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,315.02,101.325,1.40158,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,315.07,101.325,1.4019,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,315.08,101.325,1.40201,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
OEYaV,315.09,101.325,1.40233,Wagner et al. (2004b),Refractive index,Liquid mixture 1,Liquid mixture 2,,18,AAQxal,CCCCCO,pentan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
