setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
PVbMs,293.15,0.0974,100,1.4035,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,293.15,0.21,100,1.4159,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,293.15,0.31,100,1.4225,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,293.15,0.4044,100,1.4245,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,293.15,0.5634,100,1.4251,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,293.15,0.6481,100,1.4246,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,293.15,0.7387,100,1.4241,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,293.15,0.845,100,1.423,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,293.15,0.9316,100,1.4219,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,298.15,0.0974,100,1.3973,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,298.15,0.21,100,1.4073,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,298.15,0.31,100,1.4127,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,298.15,0.4044,100,1.4162,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,298.15,0.5634,100,1.4166,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,298.15,0.6481,100,1.4173,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,298.15,0.7387,100,1.4179,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,298.15,0.845,100,1.4184,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,298.15,0.9316,100,1.419,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,303.15,0.0974,100,1.3959,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,303.15,0.21,100,1.4065,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,303.15,0.31,100,1.4118,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,303.15,0.4044,100,1.415,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,303.15,0.5634,100,1.4152,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,303.15,0.6481,100,1.4159,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,303.15,0.7387,100,1.4164,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,303.15,0.845,100,1.417,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,303.15,0.9316,100,1.4175,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,308.15,0.0974,100,1.3942,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,308.15,0.21,100,1.4053,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,308.15,0.31,100,1.411,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,308.15,0.4044,100,1.414,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,308.15,0.5634,100,1.414,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,308.15,0.6481,100,1.4146,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,308.15,0.7387,100,1.4151,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,308.15,0.845,100,1.4156,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
PVbMs,308.15,0.9316,100,1.4161,Vaid et al. (2015b),Refractive index,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
