setid,Mole fraction of N-methyl-2-hydroxyethylammonium hexanoate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
MOmVg,0.9327,95,298.2,1.4601,de Oliveira et al. (2012),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAjWNo,c1ccc2c(c1)sc1ccccc12,dibenzothiophene,N-methyl-2-hydroxyethylammonium hexanoate
MOmVg,0.937,95,298.2,1.4593,de Oliveira et al. (2012),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAjWNo,c1ccc2c(c1)sc1ccccc12,dibenzothiophene,N-methyl-2-hydroxyethylammonium hexanoate
MOmVg,0.9427,95,298.2,1.4582,de Oliveira et al. (2012),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAjWNo,c1ccc2c(c1)sc1ccccc12,dibenzothiophene,N-methyl-2-hydroxyethylammonium hexanoate
MOmVg,0.9507,95,298.2,1.4569,de Oliveira et al. (2012),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAjWNo,c1ccc2c(c1)sc1ccccc12,dibenzothiophene,N-methyl-2-hydroxyethylammonium hexanoate
MOmVg,0.961,95,298.2,1.4558,de Oliveira et al. (2012),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAjWNo,c1ccc2c(c1)sc1ccccc12,dibenzothiophene,N-methyl-2-hydroxyethylammonium hexanoate
MOmVg,0.9719,95,298.2,1.4546,de Oliveira et al. (2012),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAjWNo,c1ccc2c(c1)sc1ccccc12,dibenzothiophene,N-methyl-2-hydroxyethylammonium hexanoate
