setid,"Temperature, K",Weight fraction of 1-butyl-3-methylimidazolium chloride,Weight fraction of rubidium chloride,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
hQHSE,288.15,0.076,0.4019,101,1.39344,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,288.15,0.1459,0.3356,101,1.40081,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,288.15,0.2297,0.2659,101,1.40892,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,288.15,0.3278,0.1866,101,1.41954,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,288.15,0.4455,0.1106,101,1.43291,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,288.15,0.569,0.0493,101,1.44928,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,288.15,0.6838,0.0134,101,1.46813,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,288.15,0.7918,0.0035,101,1.48684,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0118,0.06,101,1.34021,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0119,0,101,1.33458,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0119,0.03,101,1.33745,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0236,0,101,1.33648,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0236,0.03,101,1.33931,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0237,0.06,101,1.34222,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0354,0,101,1.33844,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0354,0.03,101,1.34132,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0355,0.06,101,1.34423,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0473,0,101,1.34041,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0473,0.03,101,1.34335,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0474,0.06,101,1.34636,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0571,0.4287,101,1.39375,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.059,0.06,101,1.3485,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0591,0,101,1.34243,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0591,0.03,101,1.34532,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0709,0,101,1.34443,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0709,0.03,101,1.34747,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0709,0.06,101,1.35048,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0827,0,101,1.34648,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0827,0.03,101,1.34954,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0827,0.06,101,1.3526,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0945,0,101,1.34847,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0945,0.03,101,1.35161,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.0945,0.06,101,1.35479,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.1063,0,101,1.35061,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.1063,0.03,101,1.35367,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.1065,0.06,101,1.35687,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.1182,0,101,1.35261,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.1182,0.03,101,1.35588,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.1183,0.06,101,1.35906,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.1285,0.3576,101,1.40059,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.217,0.2874,101,1.40886,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
hQHSE,298.15,0.3168,0.207,101,1.41915,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
