setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
GUADo,308.15,0.4957,100,1.50671,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,308.15,0.6008,100,1.50926,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,308.15,0.6983,100,1.51096,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,308.15,0.7961,100,1.5123,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,308.15,0.8979,100,1.51338,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,308.15,1,100,1.51411,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,313.15,0,100,1.48173,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,313.15,0.1011,100,1.48849,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,313.15,0.1987,100,1.49395,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,313.15,0.3083,100,1.49905,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,313.15,0.3981,100,1.50214,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,313.15,0.4957,100,1.50509,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,313.15,0.6008,100,1.50766,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,313.15,0.6983,100,1.50938,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,313.15,0.7961,100,1.51073,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,313.15,0.8979,100,1.51186,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,313.15,1,100,1.51261,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,318.15,0,100,1.47964,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,318.15,0.1011,100,1.48652,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,318.15,0.1987,100,1.49209,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,318.15,0.3083,100,1.49729,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,318.15,0.3981,100,1.50055,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,318.15,0.4957,100,1.50347,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,318.15,0.6008,100,1.50608,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,318.15,0.6983,100,1.50785,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,318.15,0.7961,100,1.50922,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,318.15,0.8979,100,1.51039,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,318.15,1,100,1.5111,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,323.15,0,100,1.47776,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,323.15,0.1011,100,1.48466,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,323.15,0.1987,100,1.49027,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,323.15,0.3083,100,1.49557,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,323.15,0.3981,100,1.49891,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,323.15,0.4957,100,1.50186,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,323.15,0.6008,100,1.50453,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
GUADo,323.15,0.6983,100,1.50633,Bai et al. (2016c),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
