setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ndrXH,288.15,0.0065,100,1.5132,Zhang et al. (2017e),Refractive index,Liquid,AADYJk,O,water,AAupRm,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-propyl-3-methylimidazolium DL-threoninate,,,,
ndrXH,288.15,0.0092,100,1.5127,Zhang et al. (2017e),Refractive index,Liquid,AADYJk,O,water,AAupRm,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-propyl-3-methylimidazolium DL-threoninate,,,,
ndrXH,288.15,0.0116,100,1.5121,Zhang et al. (2017e),Refractive index,Liquid,AADYJk,O,water,AAupRm,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-propyl-3-methylimidazolium DL-threoninate,,,,
ndrXH,288.15,0.0135,100,1.5117,Zhang et al. (2017e),Refractive index,Liquid,AADYJk,O,water,AAupRm,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-propyl-3-methylimidazolium DL-threoninate,,,,
ndrXH,288.15,0.0161,100,1.5111,Zhang et al. (2017e),Refractive index,Liquid,AADYJk,O,water,AAupRm,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-propyl-3-methylimidazolium DL-threoninate,,,,
ndrXH,293.15,0.0065,100,1.5116,Zhang et al. (2017e),Refractive index,Liquid,AADYJk,O,water,AAupRm,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-propyl-3-methylimidazolium DL-threoninate,,,,
ndrXH,293.15,0.0092,100,1.5111,Zhang et al. (2017e),Refractive index,Liquid,AADYJk,O,water,AAupRm,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-propyl-3-methylimidazolium DL-threoninate,,,,
ndrXH,293.15,0.0116,100,1.5105,Zhang et al. (2017e),Refractive index,Liquid,AADYJk,O,water,AAupRm,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-propyl-3-methylimidazolium DL-threoninate,,,,
ndrXH,293.15,0.0135,100,1.5101,Zhang et al. (2017e),Refractive index,Liquid,AADYJk,O,water,AAupRm,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-propyl-3-methylimidazolium DL-threoninate,,,,
ndrXH,293.15,0.0161,100,1.5095,Zhang et al. (2017e),Refractive index,Liquid,AADYJk,O,water,AAupRm,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-propyl-3-methylimidazolium DL-threoninate,,,,
ndrXH,298.15,0.0065,100,1.5101,Zhang et al. (2017e),Refractive index,Liquid,AADYJk,O,water,AAupRm,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-propyl-3-methylimidazolium DL-threoninate,,,,
ndrXH,298.15,0.0092,100,1.5096,Zhang et al. (2017e),Refractive index,Liquid,AADYJk,O,water,AAupRm,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-propyl-3-methylimidazolium DL-threoninate,,,,
