setid,"Temperature, K",Mole fraction of 1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
nMWwh,303.15,0,101,1.52009,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,303.15,0.2501,101,1.51769,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,303.15,0.5002,101,1.51611,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,303.15,0.7501,101,1.51349,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,303.15,1,101,1.51114,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,308.15,0,101,1.5187,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,308.15,0.2501,101,1.51622,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,308.15,0.5002,101,1.5146,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,308.15,0.7501,101,1.5119,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,308.15,1,101,1.50938,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,313.15,0,101,1.51731,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,313.15,0.2501,101,1.51477,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,313.15,0.5002,101,1.51306,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,313.15,0.7501,101,1.51033,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,313.15,1,101,1.50765,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,318.15,0,101,1.51591,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,318.15,0.2501,101,1.51333,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,318.15,0.5002,101,1.51153,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,318.15,0.7501,101,1.50875,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,318.15,1,101,1.50595,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,323.15,0,101,1.51454,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,323.15,0.2501,101,1.51191,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,323.15,0.5002,101,1.51006,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,323.15,0.7501,101,1.50717,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,323.15,1,101,1.50419,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,328.15,0,101,1.51315,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,328.15,0.2501,101,1.51046,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,328.15,0.5002,101,1.50858,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,328.15,0.7501,101,1.50561,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,328.15,1,101,1.50255,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,333.15,0,101,1.51177,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,333.15,0.2501,101,1.50899,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,333.15,0.5002,101,1.5071,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,333.15,0.7501,101,1.504,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,333.15,1,101,1.50087,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,338.15,0,101,1.51035,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,338.15,0.2501,101,1.50752,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,338.15,0.5002,101,1.50564,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,338.15,0.7501,101,1.50249,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,338.15,1,101,1.49921,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,343.15,0,101,1.50897,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,343.15,0.2501,101,1.50611,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,343.15,0.5002,101,1.50412,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,343.15,0.7501,101,1.50096,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,343.15,1,101,1.49757,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,348.15,0,101,1.50757,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,348.15,0.2501,101,1.50461,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,348.15,0.5002,101,1.50269,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,348.15,0.7501,101,1.49941,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,348.15,1,101,1.49593,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,353.15,0,101,1.5062,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,353.15,0.2501,101,1.50319,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,353.15,0.5002,101,1.50126,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,353.15,0.7501,101,1.49791,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
nMWwh,353.15,1,101,1.49429,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
