setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
xMhWQ,293.15,100,1.4792,Ramkumar and Gardas (2019),Refractive index,Liquid,AAvJjO,CCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium heptanoate",,,,,,,
xMhWQ,298.15,100,1.4776,Ramkumar and Gardas (2019),Refractive index,Liquid,AAvJjO,CCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium heptanoate",,,,,,,
xMhWQ,303.15,100,1.4759,Ramkumar and Gardas (2019),Refractive index,Liquid,AAvJjO,CCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium heptanoate",,,,,,,
xMhWQ,308.15,100,1.474,Ramkumar and Gardas (2019),Refractive index,Liquid,AAvJjO,CCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium heptanoate",,,,,,,
xMhWQ,313.15,100,1.4722,Ramkumar and Gardas (2019),Refractive index,Liquid,AAvJjO,CCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium heptanoate",,,,,,,
xMhWQ,318.15,100,1.4707,Ramkumar and Gardas (2019),Refractive index,Liquid,AAvJjO,CCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium heptanoate",,,,,,,
xMhWQ,323.15,100,1.4689,Ramkumar and Gardas (2019),Refractive index,Liquid,AAvJjO,CCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium heptanoate",,,,,,,
xMhWQ,328.15,100,1.4674,Ramkumar and Gardas (2019),Refractive index,Liquid,AAvJjO,CCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium heptanoate",,,,,,,
xMhWQ,333.15,100,1.4656,Ramkumar and Gardas (2019),Refractive index,Liquid,AAvJjO,CCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium heptanoate",,,,,,,
xMhWQ,338.15,100,1.464,Ramkumar and Gardas (2019),Refractive index,Liquid,AAvJjO,CCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium heptanoate",,,,,,,
xMhWQ,343.15,100,1.4628,Ramkumar and Gardas (2019),Refractive index,Liquid,AAvJjO,CCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium heptanoate",,,,,,,
