setid,"Temperature, K",Weight fraction of 1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
FdBMB,308.2,1,100,589.2,1.4233,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,308.2,1,100,632.8,1.4212,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,308.2,1,100,670,1.4204,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,308.2,1,100,780,1.4183,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,308.2,1,100,935,1.4151,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0,100,589.2,1.3309,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0,100,632.8,1.3297,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0,100,670,1.3288,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0,100,780,1.3266,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0,100,935,1.3241,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.0997,100,589.2,1.3398,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.0997,100,632.8,1.3384,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.0997,100,670,1.337,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.0997,100,780,1.3343,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.0997,100,935,1.332,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.2,100,589.2,1.3493,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.2,100,632.8,1.3474,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.2,100,670,1.346,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.2,100,780,1.3436,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.2,100,935,1.3408,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.2989,100,589.2,1.358,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.2989,100,632.8,1.3565,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.2989,100,670,1.3556,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.2989,100,780,1.3524,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.2989,100,935,1.3504,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.395,100,589.2,1.3673,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.395,100,632.8,1.3658,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.395,100,670,1.3642,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.395,100,780,1.362,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.395,100,935,1.3597,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.4996,100,589.2,1.376,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.4996,100,632.8,1.3744,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.4996,100,670,1.3732,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.4996,100,780,1.3703,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.4996,100,935,1.3685,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.6045,100,589.2,1.3849,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.6045,100,632.8,1.3833,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.6045,100,670,1.3824,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.6045,100,780,1.3801,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.6045,100,935,1.3777,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.6995,100,589.2,1.3943,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.6995,100,632.8,1.3929,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.6995,100,670,1.3916,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.6995,100,780,1.3887,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.6995,100,935,1.3868,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.801,100,589.2,1.4041,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.801,100,632.8,1.4024,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.801,100,670,1.4013,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.801,100,780,1.3985,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.801,100,935,1.3962,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.8988,100,589.2,1.4132,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.8988,100,632.8,1.4115,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.8988,100,670,1.4102,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.8988,100,780,1.4074,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,0.8988,100,935,1.4048,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,1,100,589.2,1.4221,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,1,100,632.8,1.4204,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,1,100,670,1.4193,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,1,100,780,1.4171,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,313.2,1,100,935,1.414,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0,100,589.2,1.3302,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0,100,632.8,1.329,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0,100,670,1.3281,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0,100,780,1.3259,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0,100,935,1.3234,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.0997,100,589.2,1.3391,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.0997,100,632.8,1.3374,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.0997,100,670,1.3365,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.0997,100,780,1.3334,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.0997,100,935,1.3311,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.2,100,589.2,1.3482,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.2,100,632.8,1.3464,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.2,100,670,1.3448,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.2,100,780,1.3426,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.2,100,935,1.3399,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.2989,100,589.2,1.3573,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.2989,100,632.8,1.3552,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.2989,100,670,1.3542,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.2989,100,780,1.3518,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.2989,100,935,1.3494,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.395,100,589.2,1.3662,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.395,100,632.8,1.365,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.395,100,670,1.3635,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.395,100,780,1.3608,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.395,100,935,1.359,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.4996,100,589.2,1.3746,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.4996,100,632.8,1.3731,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.4996,100,670,1.3719,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.4996,100,780,1.3694,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.4996,100,935,1.3673,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.6045,100,589.2,1.3839,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.6045,100,632.8,1.3825,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.6045,100,670,1.3818,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.6045,100,780,1.3787,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.6045,100,935,1.3768,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.6995,100,589.2,1.3934,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.6995,100,632.8,1.3914,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.6995,100,670,1.3902,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.6995,100,780,1.3881,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.6995,100,935,1.3859,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.801,100,589.2,1.403,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.801,100,632.8,1.4016,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.801,100,670,1.4002,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.801,100,780,1.3972,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.801,100,935,1.3954,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.8988,100,589.2,1.4122,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.8988,100,632.8,1.4106,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FdBMB,318.2,0.8988,100,670,1.4093,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
