setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
uCEtp,0.0512,298.15,101,1.3889,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
uCEtp,0.0991,298.15,101,1.3952,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
uCEtp,0.1392,298.15,101,1.399,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
uCEtp,0.2026,298.15,101,1.4038,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
uCEtp,0.2986,298.15,101,1.4089,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
uCEtp,0.3565,298.15,101,1.4112,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
uCEtp,0.3972,298.15,101,1.4125,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
uCEtp,0.4553,298.15,101,1.4142,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
uCEtp,0.5231,298.15,101,1.4158,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
uCEtp,0.5949,298.15,101,1.4172,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
uCEtp,0.6863,298.15,101,1.4188,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
uCEtp,0.8073,298.15,101,1.4202,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
uCEtp,0.8634,298.15,101,1.4207,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
