setid,"Temperature, K",Mole fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
QbzEC,288.15,0,101,1.50729,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,288.15,0.0785,101,1.50599,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,288.15,0.1191,101,1.50525,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,288.15,0.2124,101,1.50333,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,288.15,0.3055,101,1.50096,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,288.15,0.4019,101,1.49784,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,288.15,0.5096,101,1.49312,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,288.15,0.6069,101,1.48721,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,288.15,0.7123,101,1.47716,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,288.15,0.8067,101,1.46233,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
