setid,"Temperature, K",Mole fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
QbzEC,288.15,0.9031,101,1.43179,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,288.15,0.9499,101,1.40179,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,288.15,1,101,1.33349,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,0,101,1.50415,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,0.0785,101,1.50284,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,0.1191,101,1.5021,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,0.2124,101,1.50016,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,0.3055,101,1.4978,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,0.4019,101,1.49467,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,0.5096,101,1.48997,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,0.6069,101,1.48405,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,0.7123,101,1.474,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,0.8067,101,1.45924,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,0.9031,101,1.42902,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,0.9499,101,1.39945,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,298.15,1,101,1.33255,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,0,101,1.501,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,0.0785,101,1.49962,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,0.1191,101,1.49894,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,0.2124,101,1.49698,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,0.3055,101,1.49462,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,0.4019,101,1.49131,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,0.5096,101,1.48679,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,0.6069,101,1.48083,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,0.7123,101,1.47076,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,0.8067,101,1.4559,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,0.9031,101,1.42645,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,0.9499,101,1.39679,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
QbzEC,308.15,1,101,1.33131,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,
