setid,Weight fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
xkoBB,0,288.15,100,1.5064,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0,293.15,100,1.5048,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0,298.15,100,1.5034,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0,303.15,100,1.502,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0,308.15,100,1.5004,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0,313.15,100,1.4988,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0,318.15,100,1.4976,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0,323.15,100,1.496,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0,328.15,100,1.4949,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.00488,288.15,100,1.5048,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.00488,293.15,100,1.5033,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.00488,298.15,100,1.5019,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.00488,303.15,100,1.5004,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.00488,308.15,100,1.499,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.00488,313.15,100,1.4973,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.00488,318.15,100,1.496,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.00488,323.15,100,1.4945,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.00488,328.15,100,1.4931,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.0077,288.15,100,1.5037,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.0077,293.15,100,1.5022,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.0077,298.15,100,1.5009,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.0077,303.15,100,1.4993,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.0077,308.15,100,1.4979,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.0077,313.15,100,1.4964,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.0077,318.15,100,1.495,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.0077,323.15,100,1.4934,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.0077,328.15,100,1.4923,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01127,288.15,100,1.5025,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01127,293.15,100,1.5011,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01127,298.15,100,1.4997,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01127,303.15,100,1.4981,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01127,308.15,100,1.4968,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01127,313.15,100,1.4952,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01127,318.15,100,1.4937,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01127,323.15,100,1.4923,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01127,328.15,100,1.4911,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01569,288.15,100,1.5011,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01569,293.15,100,1.4998,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01569,298.15,100,1.4984,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01569,303.15,100,1.4967,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01569,308.15,100,1.4955,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01569,313.15,100,1.494,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01569,318.15,100,1.4923,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01569,323.15,100,1.4909,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01569,328.15,100,1.4895,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01848,288.15,100,1.5,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01848,293.15,100,1.4988,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01848,298.15,100,1.4975,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01848,303.15,100,1.4956,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01848,308.15,100,1.4946,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01848,313.15,100,1.493,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01848,318.15,100,1.4915,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01848,323.15,100,1.49,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
xkoBB,0.01848,328.15,100,1.4885,Wang et al. (2021a),Refractive index,Liquid,AArlns,CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],"1-butyl-2,3-dimethylimidazolium glycinate",AADYJk,O,water,,,,
