setid,"Temperature, K",Mole fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
diVqJ,298.2,0.0971,100,1.549,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,298.2,0.188,100,1.545,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,298.2,0.2981,100,1.536,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,298.2,0.3857,100,1.5335,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,298.2,0.471,100,1.525,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,298.2,0.5966,100,1.5115,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,298.2,0.6884,100,1.4985,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,298.2,0.7863,100,1.4625,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,298.2,0.8884,100,1.4305,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,308.2,0.0926,100,1.5455,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
