setid,"Temperature, K",Mole fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
diVqJ,308.2,0.1801,100,1.5425,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,308.2,0.2947,100,1.534,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,308.2,0.3829,100,1.53,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,308.2,0.4714,100,1.5235,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,308.2,0.5983,100,1.509,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,308.2,0.6871,100,1.4955,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,308.2,0.7851,100,1.4595,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,308.2,0.888,100,1.427,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,318.2,0.0923,100,1.5425,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,318.2,0.1796,100,1.54,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,318.2,0.2939,100,1.531,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,318.2,0.382,100,1.5265,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,318.2,0.4704,100,1.521,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,318.2,0.5974,100,1.5065,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,318.2,0.6862,100,1.4925,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,318.2,0.7844,100,1.458,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,318.2,0.8876,100,1.425,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
