setid,Mole fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
UYNDF,0.16,298.15,101.3,1.43876,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.16,303.15,101.3,1.4374,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.16,308.15,101.3,1.43587,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.16,313.15,101.3,1.4344,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.16,318.15,101.3,1.43296,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.16,323.15,101.3,1.43144,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.16,328.15,101.3,1.43003,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.16,333.15,101.3,1.42859,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.16,338.15,101.3,1.42719,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.16,343.15,101.3,1.42569,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.213,298.15,101.3,1.43815,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.213,303.15,101.3,1.43684,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.213,308.15,101.3,1.43539,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.213,313.15,101.3,1.43415,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.213,318.15,101.3,1.43277,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.213,323.15,101.3,1.43144,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.213,328.15,101.3,1.42994,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.213,333.15,101.3,1.42857,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
UYNDF,0.213,338.15,101.3,1.42725,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
