setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
oPBVp,298,0,101.3,1.408,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,298,0.1,101.3,1.417,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,298,0.35,101.3,1.439,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,298,0.54,101.3,1.454,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,298,0.661,101.3,1.463,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,298,0.79,101.3,1.471,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,298,0.931,101.3,1.479,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,298,1,101.3,1.483,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,303,0,101.3,1.407,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,303,0.1,101.3,1.416,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,303,0.35,101.3,1.438,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,303,0.54,101.3,1.452,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,303,0.661,101.3,1.461,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,303,0.79,101.3,1.469,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,303,0.931,101.3,1.477,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,303,1,101.3,1.481,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,308,0,101.3,1.406,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,308,0.1,101.3,1.414,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,308,0.35,101.3,1.436,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,308,0.54,101.3,1.451,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,308,0.661,101.3,1.459,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,308,0.79,101.3,1.467,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,308,0.931,101.3,1.476,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,308,1,101.3,1.48,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
oPBVp,313,0,101.3,1.404,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
