setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
gXwhG,318.15,0.3005,81.5,1.46176,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,318.15,0.4008,81.5,1.47769,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,318.15,0.4995,81.5,1.49089,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,318.15,0.6014,81.5,1.50223,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,318.15,0.692,81.5,1.50999,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,318.15,0.7992,81.5,1.51741,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,318.15,0.8862,81.5,1.52422,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,318.15,1,81.5,1.53153,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,328.15,0,81.5,1.3818,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,328.15,0.1009,81.5,1.41641,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,328.15,0.199,81.5,1.44032,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,328.15,0.3005,81.5,1.46026,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,328.15,0.4008,81.5,1.47678,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,328.15,0.4995,81.5,1.4898,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,328.15,0.6014,81.5,1.50085,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,328.15,0.692,81.5,1.50816,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,328.15,0.7992,81.5,1.51599,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,328.15,0.8862,81.5,1.52099,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,328.15,1,81.5,1.52798,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,338.15,0,81.5,1.37699,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,338.15,0.1009,81.5,1.41341,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,338.15,0.199,81.5,1.43831,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,338.15,0.3005,81.5,1.45858,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,338.15,0.4008,81.5,1.47463,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,338.15,0.4995,81.5,1.48786,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,338.15,0.6014,81.5,1.49961,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,338.15,0.692,81.5,1.50618,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,338.15,0.7992,81.5,1.51398,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,338.15,0.8862,81.5,1.51881,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,338.15,1,81.5,1.52523,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
