setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
gXwhG,288.15,0,81.5,1.39956,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,288.15,0.1009,81.5,1.42698,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,288.15,0.199,81.5,1.448,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,288.15,0.3005,81.5,1.46714,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,288.15,0.4008,81.5,1.48285,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,288.15,0.4995,81.5,1.49571,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,288.15,0.6014,81.5,1.50699,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,288.15,0.692,81.5,1.51706,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,288.15,0.7992,81.5,1.52626,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,288.15,0.8862,81.5,1.53296,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,288.15,1,81.5,1.54089,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,298.15,0,81.5,1.39534,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,298.15,0.1009,81.5,1.42391,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,298.15,0.199,81.5,1.44587,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,298.15,0.3005,81.5,1.46523,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,298.15,0.4008,81.5,1.48036,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,298.15,0.4995,81.5,1.49352,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,298.15,0.6014,81.5,1.50523,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,298.15,0.692,81.5,1.51419,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,298.15,0.7992,81.5,1.52295,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,298.15,0.8862,81.5,1.52997,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,298.15,1,81.5,1.53744,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,308.15,0,81.5,1.39098,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,308.15,0.1009,81.5,1.42138,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,308.15,0.199,81.5,1.44402,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,308.15,0.3005,81.5,1.46346,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,308.15,0.4008,81.5,1.47812,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,308.15,0.4995,81.5,1.49159,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,308.15,0.6014,81.5,1.50372,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,308.15,0.692,81.5,1.51191,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,308.15,0.7992,81.5,1.52058,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,308.15,0.8862,81.5,1.52709,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,308.15,1,81.5,1.53433,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,318.15,0,81.5,1.38647,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,318.15,0.1009,81.5,1.41908,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
gXwhG,318.15,0.199,81.5,1.44189,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
