setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
DMTnJ,281.729,100,632.8,1.4481,Tao et al. (2017a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
DMTnJ,282.782,100,632.8,1.4478,Tao et al. (2017a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
DMTnJ,284.14,100,632.8,1.4475,Tao et al. (2017a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
DMTnJ,285.742,100,632.8,1.4471,Tao et al. (2017a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
DMTnJ,286.943,100,632.8,1.4468,Tao et al. (2017a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
DMTnJ,288.237,100,632.8,1.4464,Tao et al. (2017a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
DMTnJ,289.379,100,632.8,1.4461,Tao et al. (2017a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
DMTnJ,290.372,100,632.8,1.4458,Tao et al. (2017a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
DMTnJ,292.155,100,632.8,1.4454,Tao et al. (2017a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
DMTnJ,293.406,100,632.8,1.4451,Tao et al. (2017a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
DMTnJ,295.001,100,632.8,1.4446,Tao et al. (2017a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
DMTnJ,296.889,100,632.8,1.444,Tao et al. (2017a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
