setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
UJJku,0,281.859,87,632.8,1.4409,Zheng et al. (2016a),Refractive index,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
UJJku,0,284.014,87,632.8,1.4401,Zheng et al. (2016a),Refractive index,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
UJJku,0,285.545,87,632.8,1.4397,Zheng et al. (2016a),Refractive index,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
UJJku,0,288.094,87,632.8,1.4388,Zheng et al. (2016a),Refractive index,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
UJJku,0,289.678,87,632.8,1.4382,Zheng et al. (2016a),Refractive index,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
UJJku,0,291.213,87,632.8,1.4377,Zheng et al. (2016a),Refractive index,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
UJJku,0,292.763,87,632.8,1.4371,Zheng et al. (2016a),Refractive index,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
UJJku,0,294.317,87,632.8,1.4366,Zheng et al. (2016a),Refractive index,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
UJJku,0,295.873,87,632.8,1.4361,Zheng et al. (2016a),Refractive index,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
UJJku,0,298.897,87,632.8,1.4351,Zheng et al. (2016a),Refractive index,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
