setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
bfhBZ,298.15,1,101,1.4111,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,303.15,0,101,1.4285,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,303.15,0.1249,101,1.4224,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,303.15,0.2084,101,1.4192,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,303.15,0.3046,101,1.4163,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,303.15,0.4124,101,1.4138,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,303.15,0.4763,101,1.4127,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,303.15,0.5565,101,1.4117,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,303.15,0.717,101,1.4105,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,303.15,0.7826,101,1.4103,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,303.15,0.901,101,1.4101,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,303.15,1,101,1.41,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,313.15,0,101,1.4258,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,313.15,0.1249,101,1.4199,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,313.15,0.2084,101,1.4167,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,313.15,0.3046,101,1.4136,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,313.15,0.4124,101,1.411,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,313.15,0.4763,101,1.4099,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,313.15,0.5565,101,1.4089,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,313.15,0.717,101,1.4079,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,313.15,0.7826,101,1.4077,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,313.15,0.901,101,1.4076,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,313.15,1,101,1.4073,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,323.15,0,101,1.4229,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,323.15,0.1249,101,1.4174,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,323.15,0.2084,101,1.4142,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,323.15,0.3046,101,1.4111,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,323.15,0.4124,101,1.4085,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,323.15,0.4763,101,1.4074,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,323.15,0.5565,101,1.4064,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,323.15,0.717,101,1.4054,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,323.15,0.7826,101,1.4054,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,323.15,0.901,101,1.4053,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bfhBZ,323.15,1,101,1.4051,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
