setid,"Temperature, K",Weight fraction of 1-methyl-3-octylimidazolium chloride,Weight fraction of rubidium sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
DvDwS,298.2,0,0.337,100,1.36524,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,298.2,0.0593,0.292,100,1.37124,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,298.2,0.1258,0.248,100,1.37867,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,298.2,0.2011,0.199,100,1.38753,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,298.2,0.2879,0.14,100,1.39781,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,298.2,0.3805,0.091,100,1.40756,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,298.2,0.4755,0.053,100,1.41951,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,298.2,0.5728,0.022,100,1.43233,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,298.2,0.6615,0.012,100,1.44688,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,298.2,0.7511,0.003,100,1.46133,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,298.2,0.8361,0.0012,100,1.47663,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,308.2,0,0.359,100,1.36619,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,308.2,0.0574,0.314,100,1.37256,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,308.2,0.1222,0.27,100,1.37972,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,308.2,0.1985,0.209,100,1.38845,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,308.2,0.2841,0.151,100,1.39895,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,308.2,0.3741,0.106,100,1.40872,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,308.2,0.4726,0.059,100,1.42026,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,308.2,0.5692,0.029,100,1.43189,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,308.2,0.6629,0.01,100,1.44597,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,308.2,0.752,0.0017,100,1.46012,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
DvDwS,308.2,0.8367,0.0005,100,1.47547,Li et al. (2019e),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
