setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ySvgd,288.15,0.70591,101,1.42818,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,288.15,0.80539,101,1.43127,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,288.15,0.84944,101,1.43236,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,288.15,0.90126,101,1.43359,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,288.15,1,101,1.43599,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0,101,1.32653,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.04981,101,1.35019,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.10059,101,1.36654,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.1503,101,1.37846,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.2002,101,1.38786,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.25165,101,1.39527,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.30177,101,1.40103,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.39768,101,1.40987,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.49902,101,1.4163,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.59106,101,1.42086,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.70591,101,1.42529,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.80539,101,1.42843,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.84944,101,1.42952,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,0.90126,101,1.4308,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,298.15,1,101,1.43322,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0,101,1.32237,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.04981,101,1.34673,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.10059,101,1.3636,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.1503,101,1.37522,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.2002,101,1.38479,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.25165,101,1.39212,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.30177,101,1.3983,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.39768,101,1.40694,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.49902,101,1.41325,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.59106,101,1.41783,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.70591,101,1.42236,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.80539,101,1.42553,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.84944,101,1.42665,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,0.90126,101,1.42799,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,308.15,1,101,1.4304,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0,101,1.3182,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.04981,101,1.34425,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.10059,101,1.36131,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.1503,101,1.37261,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.2002,101,1.38175,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.25165,101,1.38903,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.30177,101,1.39535,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.39768,101,1.40394,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.49902,101,1.41035,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.59106,101,1.41502,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.70591,101,1.41954,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.80539,101,1.42265,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.84944,101,1.42387,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,0.90126,101,1.42515,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,318.15,1,101,1.42767,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
