setid,Mole fraction of ethanol,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
LCXoZ,0.0793,101,298.15,1.42581,Andreatta et al. (2010b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
LCXoZ,0.1174,101,298.15,1.42521,Andreatta et al. (2010b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
LCXoZ,0.1393,101,298.15,1.42486,Andreatta et al. (2010b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
LCXoZ,0.2058,101,298.15,1.42366,Andreatta et al. (2010b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
LCXoZ,0.2578,101,298.15,1.42265,Andreatta et al. (2010b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
LCXoZ,0.345,101,298.15,1.42066,Andreatta et al. (2010b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
LCXoZ,0.384,101,298.15,1.41969,Andreatta et al. (2010b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
LCXoZ,0.4122,101,298.15,1.41891,Andreatta et al. (2010b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
LCXoZ,0.5622,101,298.15,1.41362,Andreatta et al. (2010b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
LCXoZ,0.688,101,298.15,1.40712,Andreatta et al. (2010b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
LCXoZ,0.7967,101,298.15,1.39852,Andreatta et al. (2010b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
LCXoZ,0.8984,101,298.15,1.38526,Andreatta et al. (2010b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
