setid,Weight fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
qVAuG,0.00489,288.15,101,1.5013,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00489,293.15,101,1.4998,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00489,298.15,101,1.4983,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00489,303.15,101,1.4967,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00489,308.15,101,1.4951,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00489,313.15,101,1.4935,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00489,318.15,101,1.4921,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00489,323.15,101,1.4906,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00489,328.15,101,1.4892,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00766,288.15,101,1.5003,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00766,293.15,101,1.4988,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00766,298.15,101,1.4973,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00766,303.15,101,1.4957,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00766,308.15,101,1.4941,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00766,313.15,101,1.4926,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00766,318.15,101,1.4911,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00766,323.15,101,1.4896,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.00766,328.15,101,1.4882,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.01112,288.15,101,1.4992,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.01112,293.15,101,1.4977,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.01112,298.15,101,1.4962,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.01112,303.15,101,1.4946,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.01112,308.15,101,1.493,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
qVAuG,0.01112,313.15,101,1.4915,Zhao et al. (2021b),Refractive index,Liquid,AAxZXm,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,AADYJk,O,water,,,,
