setid,"Weight fraction of N,N,N-triethyl-N-octylammonium hexafluorophosphate","Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
cPXst,0,101,293.15,1.3292,Li et al. (2013h),Refractive index,Liquid,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,ABRFyX,CCCCCCCC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,"N,N,N-triethyl-N-octylammonium hexafluorophosphate",,,,
cPXst,0.1,101,293.15,1.3427,Li et al. (2013h),Refractive index,Liquid,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,ABRFyX,CCCCCCCC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,"N,N,N-triethyl-N-octylammonium hexafluorophosphate",,,,
cPXst,0.2,101,293.15,1.3562,Li et al. (2013h),Refractive index,Liquid,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,ABRFyX,CCCCCCCC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,"N,N,N-triethyl-N-octylammonium hexafluorophosphate",,,,
cPXst,0.3,101,293.15,1.3681,Li et al. (2013h),Refractive index,Liquid,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,ABRFyX,CCCCCCCC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,"N,N,N-triethyl-N-octylammonium hexafluorophosphate",,,,
cPXst,0.4,101,293.15,1.3781,Li et al. (2013h),Refractive index,Liquid,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,ABRFyX,CCCCCCCC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,"N,N,N-triethyl-N-octylammonium hexafluorophosphate",,,,
cPXst,0.5,101,293.15,1.3875,Li et al. (2013h),Refractive index,Liquid,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,ABRFyX,CCCCCCCC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,"N,N,N-triethyl-N-octylammonium hexafluorophosphate",,,,
