setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
eTPZt,288.15,1,101,1.5125,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,0,101,1.42858,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,0.0312,101,1.43634,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,0.0646,101,1.44359,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,0.102,101,1.45059,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,0.1456,101,1.45751,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,0.196,101,1.46433,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,0.2502,101,1.47086,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,0.3144,101,1.47702,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,0.3893,101,1.48213,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,0.4796,101,1.48933,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,0.591,101,1.49567,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,0.7249,101,1.50108,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,298.15,1,101,1.50953,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,0,101,1.42381,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,0.0312,101,1.43187,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,0.0646,101,1.43909,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,0.102,101,1.44632,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,0.1456,101,1.4533,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,0.196,101,1.46038,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,0.2502,101,1.46695,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,0.3144,101,1.47335,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,0.3893,101,1.47856,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,0.4796,101,1.48595,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,0.591,101,1.49237,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,0.7249,101,1.49797,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,308.15,1,101,1.50667,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,0,101,1.41909,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,0.0312,101,1.42765,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,0.0646,101,1.43468,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,0.102,101,1.44219,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,0.1456,101,1.44909,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,0.196,101,1.45652,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,0.2502,101,1.46293,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,0.3144,101,1.46974,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,0.3893,101,1.47497,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,0.4796,101,1.48264,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,0.591,101,1.48916,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,0.7249,101,1.49498,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
eTPZt,318.15,1,101,1.5039,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
