setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
hVYMl,293.15,0,100,1.378,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,293.15,0.0456,100,1.391,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,293.15,0.1037,100,1.408,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,293.15,0.2005,100,1.427,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,293.15,0.3039,100,1.441,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,293.15,0.3999,100,1.451,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,293.15,0.5002,100,1.461,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,293.15,0.6047,100,1.466,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,293.15,0.701,100,1.468,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,293.15,0.7974,100,1.475,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,293.15,0.8922,100,1.479,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,293.15,0.9596,100,1.481,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,293.15,1,100,1.483,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,0,100,1.374,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,0.0456,100,1.388,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,0.1037,100,1.404,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,0.2005,100,1.423,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,0.3039,100,1.438,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,0.3999,100,1.448,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,0.5002,100,1.46,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,0.6047,100,1.463,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,0.701,100,1.465,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,0.7974,100,1.473,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,0.8922,100,1.476,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,0.9596,100,1.479,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,303.15,1,100,1.48,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,0,100,1.368,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,0.0456,100,1.383,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,0.1037,100,1.401,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,0.2005,100,1.42,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,0.3039,100,1.437,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,0.3999,100,1.448,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,0.5002,100,1.457,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,0.6047,100,1.46,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,0.701,100,1.462,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,0.7974,100,1.471,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,0.8922,100,1.474,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,0.9596,100,1.476,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,313.15,1,100,1.475,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,0,100,1.366,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,0.0456,100,1.383,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,0.1037,100,1.399,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,0.2005,100,1.418,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,0.3039,100,1.435,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,0.3999,100,1.446,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,0.5002,100,1.455,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,0.6047,100,1.459,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,0.701,100,1.461,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,0.7974,100,1.469,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,0.8922,100,1.473,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,0.9596,100,1.474,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,323.15,1,100,1.474,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
