setid,Mole fraction of n-butylammonium nitrate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
kWMCu,0.0972,101,298.15,1.38973,Segade et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,,
kWMCu,0.1693,101,298.15,1.40899,Segade et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,,
kWMCu,0.23565,101,298.15,1.42016,Segade et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,,
kWMCu,0.2666,101,298.15,1.42401,Segade et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,,
kWMCu,0.319,101,298.15,1.42974,Segade et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,,
kWMCu,0.4027,101,298.15,1.43635,Segade et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,,
kWMCu,0.5256,101,298.15,1.44289,Segade et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,,
kWMCu,0.638,101,298.15,1.4469,Segade et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,,
kWMCu,0.7708,101,298.15,1.45037,Segade et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,,
