setid,Weight fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ZQNsR,0.00176,303.15,100,1.5323,Xing et al. (2016a),Refractive index,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,,
ZQNsR,0.00176,308.15,100,1.5306,Xing et al. (2016a),Refractive index,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,,
ZQNsR,0.00176,313.15,100,1.5283,Xing et al. (2016a),Refractive index,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,,
ZQNsR,0.00176,318.15,100,1.5267,Xing et al. (2016a),Refractive index,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,,
ZQNsR,0.00176,323.15,100,1.525,Xing et al. (2016a),Refractive index,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,,
ZQNsR,0.00176,328.15,100,1.5234,Xing et al. (2016a),Refractive index,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,,
ZQNsR,0.00176,333.15,100,1.5214,Xing et al. (2016a),Refractive index,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,,
ZQNsR,0.00176,338.15,100,1.5199,Xing et al. (2016a),Refractive index,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,,
ZQNsR,0.00319,303.15,100,1.5321,Xing et al. (2016a),Refractive index,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,,
ZQNsR,0.00319,308.15,100,1.5303,Xing et al. (2016a),Refractive index,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,,
