setid,"Temperature, K","Pressure, kPa",Weight fraction of water,Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
aKgtw,298.15,101,0.1181,1.45621,Almeida et al. (2013),Refractive index,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,,
aKgtw,303.15,101,0.1181,1.4546,Almeida et al. (2013),Refractive index,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,,
aKgtw,308.15,101,0.1181,1.45281,Almeida et al. (2013),Refractive index,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,,
aKgtw,313.15,101,0.1181,1.45111,Almeida et al. (2013),Refractive index,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,,
aKgtw,318.15,101,0.1181,1.44947,Almeida et al. (2013),Refractive index,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,,
aKgtw,323.15,101,0.1181,1.44795,Almeida et al. (2013),Refractive index,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,,
aKgtw,328.15,101,0.1181,1.44655,Almeida et al. (2013),Refractive index,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,,
aKgtw,333.15,101,0.1181,1.44532,Almeida et al. (2013),Refractive index,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,,
aKgtw,338.15,101,0.1181,1.44427,Almeida et al. (2013),Refractive index,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,,
aKgtw,343.15,101,0.1181,1.44334,Almeida et al. (2013),Refractive index,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,,
aKgtw,348.15,101,0.1181,1.44253,Almeida et al. (2013),Refractive index,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,,
aKgtw,353.15,101,0.1181,1.44181,Almeida et al. (2013),Refractive index,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,,
