setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
laYjU,0,101,298.15,1.379,Kumar et al. (2008),Refractive index,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
laYjU,0.0041,101,298.15,1.3781,Kumar et al. (2008),Refractive index,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
laYjU,0.0125,101,298.15,1.3798,Kumar et al. (2008),Refractive index,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
laYjU,0.0416,101,298.15,1.3859,Kumar et al. (2008),Refractive index,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
laYjU,0.1055,101,298.15,1.3926,Kumar et al. (2008),Refractive index,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
laYjU,0.1219,101,298.15,1.3941,Kumar et al. (2008),Refractive index,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
laYjU,0.2474,101,298.15,1.4009,Kumar et al. (2008),Refractive index,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
laYjU,0.3744,101,298.15,1.4043,Kumar et al. (2008),Refractive index,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
laYjU,0.4937,101,298.15,1.4062,Kumar et al. (2008),Refractive index,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
laYjU,0.7092,101,298.15,1.4076,Kumar et al. (2008),Refractive index,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
laYjU,0.9329,101,298.15,1.4087,Kumar et al. (2008),Refractive index,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
laYjU,1,101,298.15,1.4089,Kumar et al. (2008),Refractive index,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
