setid,Mole fraction of propan-1-ol,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
LUEvX,0,101.3,298.15,1.43024,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
LUEvX,0.0406,101.3,298.15,1.42974,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
LUEvX,0.1017,101.3,298.15,1.42894,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
LUEvX,0.1756,101.3,298.15,1.42794,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
LUEvX,0.2693,101.3,298.15,1.4265,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
LUEvX,0.3963,101.3,298.15,1.424,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
LUEvX,0.4944,101.3,298.15,1.42156,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
LUEvX,0.608,101.3,298.15,1.41794,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
LUEvX,0.7013,101.3,298.15,1.41398,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
LUEvX,0.8,101.3,298.15,1.40802,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
LUEvX,0.8986,101.3,298.15,1.3992,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
LUEvX,0.9422,101.3,298.15,1.39333,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
LUEvX,1,101.3,298.15,1.38307,Gonzalez et al. (2012a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
