setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
GrKsJ,293.15,0,101,1.37707,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,293.15,0.0008,101,1.37717,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,293.15,0.0011,101,1.37726,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,293.15,0.7136,101,1.40727,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,293.15,0.8175,101,1.40833,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,293.15,0.8945,101,1.40869,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,293.15,0.9542,101,1.40976,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,293.15,1,101,1.41069,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,298.15,0,101,1.37496,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,298.15,0.0008,101,1.37509,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,298.15,0.0011,101,1.37521,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,298.15,0.7136,101,1.40584,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,298.15,0.8175,101,1.40689,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,298.15,0.8945,101,1.40738,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,298.15,0.9542,101,1.40844,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,298.15,1,101,1.40937,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,303.15,0,101,1.37278,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,303.15,0.0008,101,1.37301,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,303.15,0.0011,101,1.37312,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,303.15,0.7136,101,1.4045,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
GrKsJ,303.15,0.8175,101,1.40562,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
