setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
fvsJe,288.15,0.006,100,1.5042,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,288.15,0.0091,100,1.5038,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,288.15,0.012,100,1.5034,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,288.15,0.0149,100,1.5031,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,288.15,0.0172,100,1.5028,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,293.15,0.006,100,1.5026,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,293.15,0.0091,100,1.5023,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,293.15,0.012,100,1.502,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,293.15,0.0149,100,1.5017,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,293.15,0.0172,100,1.5014,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,298.15,0.006,100,1.5012,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,298.15,0.0091,100,1.5009,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,298.15,0.012,100,1.5006,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,298.15,0.0149,100,1.5003,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,298.15,0.0172,100,1.5,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,303.15,0.006,100,1.4994,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,303.15,0.0091,100,1.4991,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,303.15,0.012,100,1.4988,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,303.15,0.0149,100,1.4985,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,303.15,0.0172,100,1.4982,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,308.15,0.006,100,1.4981,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,308.15,0.0091,100,1.4978,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,308.15,0.012,100,1.4974,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,308.15,0.0149,100,1.4971,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,308.15,0.0172,100,1.4968,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,313.15,0.006,100,1.4964,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,313.15,0.0091,100,1.4961,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,313.15,0.012,100,1.4958,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,313.15,0.0149,100,1.4955,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,313.15,0.0172,100,1.4952,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,318.15,0.006,100,1.495,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,318.15,0.0091,100,1.4947,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,318.15,0.012,100,1.4944,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,318.15,0.0149,100,1.4941,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,318.15,0.0172,100,1.4938,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,323.15,0.006,100,1.4933,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,323.15,0.0091,100,1.4929,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,323.15,0.012,100,1.4926,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,323.15,0.0149,100,1.4922,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,323.15,0.0172,100,1.4919,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,328.15,0.006,100,1.4918,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,328.15,0.0091,100,1.4914,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,328.15,0.012,100,1.4911,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,328.15,0.0149,100,1.4907,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
fvsJe,328.15,0.0172,100,1.4904,Zhang et al. (2017e),Refractive index,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
