setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
QeNUC,298.15,0.5701,101,1.41482,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,298.15,0.6787,101,1.41633,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,298.15,0.7746,101,1.41727,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,298.15,0.8707,101,1.41819,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,298.15,0.9354,101,1.41876,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,298.15,1,101,1.41935,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,303.15,0,101,1.38948,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,303.15,0.0956,101,1.39654,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,303.15,0.1919,101,1.40209,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,303.15,0.273,101,1.40564,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,303.15,0.3698,101,1.40899,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,303.15,0.4639,101,1.41138,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,303.15,0.5701,101,1.41349,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,303.15,0.6787,101,1.41519,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,303.15,0.7746,101,1.41623,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,303.15,0.8707,101,1.41713,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,303.15,0.9354,101,1.41773,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,303.15,1,101,1.41806,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,308.15,0,101,1.3871,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,308.15,0.0956,101,1.39469,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,308.15,0.1919,101,1.40028,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,308.15,0.273,101,1.40392,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,308.15,0.3698,101,1.40735,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,308.15,0.4639,101,1.40987,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,308.15,0.5701,101,1.41215,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,308.15,0.6787,101,1.41385,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,308.15,0.7746,101,1.41512,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,308.15,0.8707,101,1.41606,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,308.15,0.9354,101,1.41651,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,308.15,1,101,1.41676,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,313.15,0,101,1.38469,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,313.15,0.0956,101,1.39293,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,313.15,0.1919,101,1.39856,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,313.15,0.273,101,1.40223,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,313.15,0.3698,101,1.40568,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,313.15,0.4639,101,1.40837,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,313.15,0.5701,101,1.41074,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,313.15,0.6787,101,1.41265,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,313.15,0.7746,101,1.41392,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,313.15,0.8707,101,1.41477,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,313.15,0.9354,101,1.41522,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,313.15,1,101,1.41547,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,318.15,0,101,1.38227,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,318.15,0.0956,101,1.39102,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,318.15,0.1919,101,1.39677,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,318.15,0.273,101,1.40049,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,318.15,0.3698,101,1.40401,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,318.15,0.4639,101,1.40682,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,318.15,0.5701,101,1.40945,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,318.15,0.6787,101,1.41139,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,318.15,0.7746,101,1.41269,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,318.15,0.8707,101,1.41373,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,318.15,0.9354,101,1.41386,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,318.15,1,101,1.41417,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,323.15,0,101,1.37984,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,323.15,0.0956,101,1.38925,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,323.15,0.1919,101,1.39495,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,323.15,0.273,101,1.39879,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,323.15,0.3698,101,1.40239,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,323.15,0.4639,101,1.40529,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,323.15,0.5701,101,1.40808,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,323.15,0.6787,101,1.41024,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,323.15,0.7746,101,1.41151,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,323.15,0.8707,101,1.41268,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,323.15,0.9354,101,1.41261,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QeNUC,323.15,1,101,1.41288,Malek et al. (2014b),Refractive index,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
