setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
dHDJT,281.394,0.012,85,632.8,1.4139,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,281.394,0.339,85,632.8,1.4262,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,282.135,0.014,85,632.8,1.4137,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,282.135,0.33,85,632.8,1.4257,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,282.866,0.015,85,632.8,1.4135,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,282.866,0.32,85,632.8,1.4252,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,283.568,0.018,85,632.8,1.4134,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,283.568,0.315,85,632.8,1.4248,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,284.24,0.019,85,632.8,1.4132,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,284.24,0.305,85,632.8,1.4243,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,284.886,0.02,85,632.8,1.413,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,284.886,0.295,85,632.8,1.4238,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,285.506,0.021,85,632.8,1.4128,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,285.506,0.285,85,632.8,1.4233,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,286.089,0.021,85,632.8,1.4126,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,286.089,0.278,85,632.8,1.4229,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,286.638,0.023,85,632.8,1.4125,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,286.638,0.268,85,632.8,1.4224,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,287.129,0.025,85,632.8,1.4124,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,287.129,0.257,85,632.8,1.4219,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,287.581,0.026,85,632.8,1.4123,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,287.581,0.246,85,632.8,1.4214,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,287.981,0.029,85,632.8,1.4123,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,287.981,0.238,85,632.8,1.421,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,288.341,0.03,85,632.8,1.4122,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,288.341,0.23,85,632.8,1.4206,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,288.638,0.032,85,632.8,1.4122,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,288.638,0.224,85,632.8,1.4203,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
dHDJT,288.881,0.034,85,632.8,1.4122,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
