setid,"Temperature, K","MolaLity of thiophene, mol/kg","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
QTMKd,288.15,0,101,1.5561,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,288.15,0.0192,101,1.5559,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,288.15,0.0401,101,1.5558,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,288.15,0.0684,101,1.5557,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,288.15,0.1204,101,1.5555,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,288.15,0.1526,101,1.5554,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,288.15,0.1846,101,1.5553,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,288.15,0.2062,101,1.5552,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,288.15,0.2556,101,1.555,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,288.15,0.2822,101,1.5549,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,288.15,0.3268,101,1.5547,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,293.15,0,101,1.5553,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,293.15,0.0192,101,1.5551,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,293.15,0.0401,101,1.555,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,293.15,0.0684,101,1.5549,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,293.15,0.1204,101,1.5547,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,293.15,0.1526,101,1.5546,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,293.15,0.1846,101,1.5545,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,293.15,0.2062,101,1.5544,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,293.15,0.2556,101,1.5542,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,293.15,0.2822,101,1.5541,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,293.15,0.3268,101,1.5539,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,298.15,0,101,1.5545,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,298.15,0.0192,101,1.5543,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,298.15,0.0401,101,1.5542,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,298.15,0.0684,101,1.5541,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,298.15,0.1204,101,1.5539,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,298.15,0.1526,101,1.5538,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,298.15,0.1846,101,1.5537,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,298.15,0.2062,101,1.5536,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,298.15,0.2556,101,1.5534,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,298.15,0.2822,101,1.5533,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,298.15,0.3268,101,1.5532,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,303.15,0,101,1.5536,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
QTMKd,303.15,0.0192,101,1.5534,Shekaari et al. (2016b),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,,
