setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
uyExN,298.15,0,101.3,1.4079,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.0521,101.3,1.4102,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.1002,101.3,1.4122,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.1485,101.3,1.41412,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.1915,101.3,1.41577,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.2792,101.3,1.41877,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.4059,101.3,1.42259,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.4298,101.3,1.42325,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.5643,101.3,1.42632,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.6703,101.3,1.42839,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.7635,101.3,1.42996,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.8284,101.3,1.43112,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.892,101.3,1.43212,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,0.9493,101.3,1.43301,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,298.15,1,101.3,1.43381,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0,101.3,1.40379,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.0521,101.3,1.4062,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.1002,101.3,1.40831,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.1485,101.3,1.41032,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.1915,101.3,1.41206,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.2792,101.3,1.41519,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.4059,101.3,1.41918,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.4298,101.3,1.41986,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.5643,101.3,1.42305,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.6703,101.3,1.4252,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.7635,101.3,1.42682,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.8284,101.3,1.42802,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.892,101.3,1.42907,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,0.9493,101.3,1.42999,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,308.15,1,101.3,1.43081,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0,101.3,1.3997,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.0521,101.3,1.40218,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.1002,101.3,1.40433,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.1485,101.3,1.40639,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.1915,101.3,1.40817,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.2792,101.3,1.41137,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.4059,101.3,1.41545,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.4298,101.3,1.41615,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.5643,101.3,1.41939,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.6703,101.3,1.42155,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.7635,101.3,1.42317,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.8284,101.3,1.42437,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.892,101.3,1.42545,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,0.9493,101.3,1.42638,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,318.15,1,101.3,1.42719,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0,101.3,1.39542,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.0521,101.3,1.39803,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.1002,101.3,1.40034,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.1485,101.3,1.40256,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.1915,101.3,1.40448,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.2792,101.3,1.40788,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.4059,101.3,1.41211,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.4298,101.3,1.41285,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.5643,101.3,1.41631,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.6703,101.3,1.41854,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.7635,101.3,1.42017,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.8284,101.3,1.42144,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.892,101.3,1.42257,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,0.9493,101.3,1.42357,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
uyExN,328.15,1,101.3,1.4244,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
