setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
tmTBF,308.15,0.00614,100,1.5131,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,308.15,0.00766,100,1.5126,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,308.15,0.00917,100,1.5119,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,308.15,0.01069,100,1.5115,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,308.15,0.01217,100,1.5109,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,313.15,0.00614,100,1.5118,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,313.15,0.00766,100,1.5113,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,313.15,0.00917,100,1.5106,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,313.15,0.01069,100,1.5102,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,313.15,0.01217,100,1.5095,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,318.15,0.00614,100,1.5106,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,318.15,0.00766,100,1.5099,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,318.15,0.00917,100,1.5092,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,318.15,0.01069,100,1.5087,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,318.15,0.01217,100,1.5081,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,323.15,0.00614,100,1.5094,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,323.15,0.00766,100,1.5086,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,323.15,0.00917,100,1.5078,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,323.15,0.01069,100,1.5072,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,323.15,0.01217,100,1.5065,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,328.15,0.00614,100,1.5081,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,328.15,0.00766,100,1.5072,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,328.15,0.00917,100,1.5063,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,328.15,0.01069,100,1.5056,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,328.15,0.01217,100,1.505,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,333.15,0.00614,100,1.5068,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,333.15,0.00766,100,1.5058,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,333.15,0.00917,100,1.5049,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,333.15,0.01069,100,1.5042,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,333.15,0.01217,100,1.5035,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,338.15,0.00614,100,1.5054,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,338.15,0.00766,100,1.5044,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,338.15,0.00917,100,1.5036,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,338.15,0.01069,100,1.5028,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
tmTBF,338.15,0.01217,100,1.5021,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAsEKs,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium L-serinate,,,,
