setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
bTZtC,0,101,298.15,1.4362,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.0095,101,298.15,1.4363,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.0228,101,298.15,1.4363,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.0559,101,298.15,1.4362,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.0908,101,298.15,1.4357,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.1915,101,298.15,1.4334,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.2896,101,298.15,1.4306,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.3858,101,298.15,1.4274,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.4964,101,298.15,1.4239,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.5841,101,298.15,1.421,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.6976,101,298.15,1.4172,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.8051,101,298.15,1.4141,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.9098,101,298.15,1.4112,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,0.9684,101,298.15,1.4097,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
bTZtC,1,101,298.15,1.4089,Singh and Kumar (2010),Refractive index,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
