setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
eRerw,0,101,298.15,1.4058,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.0039,101,298.15,1.4063,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.0076,101,298.15,1.4065,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.0127,101,298.15,1.407,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.0304,101,298.15,1.4081,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.0505,101,298.15,1.4092,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.1003,101,298.15,1.4113,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.1617,101,298.15,1.4141,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.207,101,298.15,1.4149,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.3024,101,298.15,1.4148,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.4018,101,298.15,1.4142,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.5023,101,298.15,1.4138,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.5623,101,298.15,1.4123,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.7197,101,298.15,1.4098,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.9477,101,298.15,1.4094,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,0.9842,101,298.15,1.4089,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
eRerw,1,101,298.15,1.4058,Kumar et al. (2008),Refractive index,Liquid,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
