setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
RgAmc,298.15,0,100,1.46346,Govardhana Rao et al. (2015),Refractive index,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
RgAmc,298.15,0.1084,100,1.46095,Govardhana Rao et al. (2015),Refractive index,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
RgAmc,298.15,0.196,100,1.45803,Govardhana Rao et al. (2015),Refractive index,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
RgAmc,298.15,0.3023,100,1.45399,Govardhana Rao et al. (2015),Refractive index,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
RgAmc,298.15,0.4087,100,1.44986,Govardhana Rao et al. (2015),Refractive index,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
RgAmc,298.15,0.5064,100,1.44556,Govardhana Rao et al. (2015),Refractive index,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
RgAmc,298.15,0.6027,100,1.44155,Govardhana Rao et al. (2015),Refractive index,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
RgAmc,298.15,0.6981,100,1.43713,Govardhana Rao et al. (2015),Refractive index,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
RgAmc,298.15,0.7966,100,1.43209,Govardhana Rao et al. (2015),Refractive index,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
RgAmc,298.15,0.8978,100,1.42695,Govardhana Rao et al. (2015),Refractive index,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
