setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
xUfgN,298.15,0.8024,101.3,1.4118,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,298.15,0.8521,101.3,1.4117,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,298.15,0.9,101.3,1.4115,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,298.15,0.9502,101.3,1.4111,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,298.15,1,101.3,1.4103,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0,101.3,1.3961,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.0515,101.3,1.3991,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.102,101.3,1.4014,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.1502,101.3,1.4031,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.21,101.3,1.4046,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.3051,101.3,1.4061,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.3976,101.3,1.407,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.5036,101.3,1.4077,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.6063,101.3,1.4082,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.701,101.3,1.4087,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.8024,101.3,1.4091,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.8521,101.3,1.4091,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.9,101.3,1.4089,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,0.9502,101.3,1.4085,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,308.15,1,101.3,1.4077,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0,101.3,1.3917,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.0515,101.3,1.3951,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.102,101.3,1.3977,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.1502,101.3,1.3996,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.21,101.3,1.4013,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.3051,101.3,1.403,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.3976,101.3,1.4039,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.5036,101.3,1.4047,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.6063,101.3,1.4053,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.701,101.3,1.406,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.8024,101.3,1.4064,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.8521,101.3,1.4065,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.9,101.3,1.4064,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,0.9502,101.3,1.4059,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,318.15,1,101.3,1.4051,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0,101.3,1.3876,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.0515,101.3,1.3914,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.102,101.3,1.3943,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.1502,101.3,1.3965,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.21,101.3,1.3983,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.3051,101.3,1.4002,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.3976,101.3,1.4011,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.5036,101.3,1.4018,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.6063,101.3,1.4024,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.701,101.3,1.403,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.8024,101.3,1.4035,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.8521,101.3,1.4036,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.9,101.3,1.4035,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,0.9502,101.3,1.4031,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
xUfgN,328.15,1,101.3,1.4023,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
