setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ZlPPb,293.15,0,100,1.378,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,293.15,0.0499,100,1.382,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,293.15,0.0908,100,1.388,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,293.15,0.2027,100,1.397,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,293.15,0.2939,100,1.401,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,293.15,0.4019,100,1.405,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,293.15,0.5002,100,1.408,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,293.15,0.61,100,1.41,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,293.15,0.6937,100,1.411,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,293.15,0.815,100,1.413,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,293.15,0.9047,100,1.414,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,293.15,0.9528,100,1.414,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,293.15,1,100,1.414,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,0,100,1.374,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,0.0499,100,1.378,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,0.0908,100,1.384,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,0.2027,100,1.394,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,0.2939,100,1.399,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,0.4019,100,1.402,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,0.5002,100,1.405,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,0.61,100,1.407,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,0.6937,100,1.409,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,0.815,100,1.411,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,0.9047,100,1.411,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,0.9528,100,1.411,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,303.15,1,100,1.412,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,0,100,1.368,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,0.0499,100,1.374,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,0.0908,100,1.38,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,0.2027,100,1.39,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,0.2939,100,1.395,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,0.4019,100,1.398,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,0.5002,100,1.402,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,0.61,100,1.404,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,0.6937,100,1.405,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,0.815,100,1.408,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,0.9047,100,1.409,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,0.9528,100,1.409,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,313.15,1,100,1.409,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,0,100,1.366,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,0.0499,100,1.373,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,0.0908,100,1.378,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,0.2027,100,1.387,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,0.2939,100,1.392,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,0.4019,100,1.396,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,0.5002,100,1.399,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,0.61,100,1.402,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,0.6937,100,1.403,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,0.815,100,1.405,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,0.9047,100,1.406,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,0.9528,100,1.407,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,323.15,1,100,1.407,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,333.15,0,100,1.363,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
ZlPPb,333.15,0.0499,100,1.37,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
