setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
aWqOP,293.15,0,100,1.3335,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,293.15,0.3006,100,1.415,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,293.15,0.4005,100,1.418,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,293.15,0.4999,100,1.4195,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,293.15,0.6008,100,1.422,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,293.15,0.7004,100,1.4245,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,293.15,0.7996,100,1.425,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,293.15,0.8997,100,1.427,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,303.15,0,100,1.3315,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,303.15,0.3006,100,1.414,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,303.15,0.4005,100,1.415,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,303.15,0.4999,100,1.417,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,303.15,0.6008,100,1.42,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,303.15,0.7004,100,1.422,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,303.15,0.7996,100,1.4235,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
