setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
aWqOP,303.15,0.8997,100,1.425,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,313.15,0,100,1.3305,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,313.15,0.3006,100,1.409,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,313.15,0.4005,100,1.412,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,313.15,0.4999,100,1.4165,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,313.15,0.6008,100,1.419,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,313.15,0.7004,100,1.421,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,313.15,0.7996,100,1.4215,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,313.15,0.8997,100,1.423,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,323.15,0,100,1.329,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,323.15,0.3006,100,1.408,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,323.15,0.4005,100,1.4115,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,323.15,0.4999,100,1.415,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,323.15,0.6008,100,1.417,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,323.15,0.7004,100,1.419,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,323.15,0.7996,100,1.42,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,323.15,0.8997,100,1.421,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,333.15,0,100,1.3275,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,333.15,0.3006,100,1.4075,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,333.15,0.4005,100,1.4115,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,333.15,0.4999,100,1.415,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,333.15,0.6008,100,1.4155,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,333.15,0.7004,100,1.417,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,333.15,0.7996,100,1.418,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,333.15,0.8997,100,1.419,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,343.15,0,100,1.326,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,343.15,0.3006,100,1.4075,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,343.15,0.4005,100,1.4095,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,343.15,0.4999,100,1.4125,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,343.15,0.6008,100,1.414,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,343.15,0.7004,100,1.4145,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,343.15,0.7996,100,1.416,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
aWqOP,343.15,0.8997,100,1.4165,Carissimi et al. (2019),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
