setid,Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
mvhah,0,298.15,101,1.36977,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
mvhah,0.0585,298.15,101,1.37943,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
mvhah,0.1018,298.15,101,1.38485,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
mvhah,0.2029,298.15,101,1.39463,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
mvhah,0.3005,298.15,101,1.40092,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
mvhah,0.3997,298.15,101,1.40541,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
mvhah,0.4917,298.15,101,1.40863,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
mvhah,0.5924,298.15,101,1.4114,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
mvhah,0.7028,298.15,101,1.41357,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
mvhah,0.802,298.15,101,1.41517,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
mvhah,0.8994,298.15,101,1.41657,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
mvhah,0.9477,298.15,101,1.41713,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
mvhah,1,298.15,101,1.41787,Pereiro et al. (2006b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
