setid,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
CLJkO,Andresova et al. (2017),Refractive index,Liquid,ACJAZB,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-[(1R,2S,5R)-(-)-menthoxymethyl]-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide",,,,,,,
QxBnx,Andresova et al. (2017),Refractive index,Liquid,ACLkCY,CCCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-hexyl-1-[(1R,2S,5R)-(-)-menthoxymethyl]imidazolium bis(trifluoromethylsulfonyl)imide",,,,,,,
kwwho,Andresova et al. (2017),Refractive index,Liquid,ACRFCp,CCCCCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-[(1R,2S,5R)-(-)-menthoxymethyl]-3-octylimidazolium bis(trifluoromethylsulfonyl)imide",,,,,,,
qNAfm,Andresova et al. (2017),Refractive index,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
GsRdZ,Andresova et al. (2017),Refractive index,Liquid,ACbuHN,CCCCCCCCCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-dodecyl-1-[(1R,2S,5R)-(-)-menthoxymethyl]imidazolium bis(trifluoromethylsulfonyl)imide",,,,,,,
nHtta,Andresova et al. (2017),Refractive index,Liquid,ACTprk,CCCCCCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-[(1R,2S,5R)-(-)-menthoxymethyl]-3-nonylimidazolium bis(trifluoromethylsulfonyl)imide",,,,,,,
jWemu,Andresova et al. (2017),Refractive index,Liquid,ACWZZC,CCCCCCCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-decyl-1-[(1R,2S,5R)-(-)-menthoxymethyl]imidazolium bis(trifluoromethylsulfonyl)imide",,,,,,,
cAbfN,Andresova et al. (2017),Refractive index,Liquid,ACZJmz,CCCCCCCCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-[(1R,2S,5R)-(-)-menthoxymethyl]-3-undecylimidazolium bis(trifluoromethylsulfonyl)imide",,,,,,,
wBNdL,Andresova et al. (2017),Refractive index,Liquid,AByLZs,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-[(1R,2S,5R)-(-)-menthoxymethyl]-3-methylimidazolium bis(trifluoromethylsulfonyl)imide",,,,,,,
VNBOy,Andresova et al. (2017),Refractive index,Liquid,ACAvIs,CC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-ethyl-1-[(1R,2S,5R)-(-)-menthoxymethyl]imidazolium bis(trifluoromethylsulfonyl)imide",,,,,,,
DsruW,Andresova et al. (2017),Refractive index,Liquid,ACDfcV,CCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-[(1R,2S,5R)-(-)-menthoxymethyl]-3-propylimidazolium bis(trifluoromethylsulfonyl)imide",,,,,,,
xKLum,Anouti et al. (2009),Refractive index,Liquid,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,,,,,
iMmDR,Anton et al. (2016),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
HMxUQ,Aranda and Gonzalez (2014),Refractive index,Liquid,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
qmFKS,Aranda and Gonzalez (2014),Refractive index,Liquid,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
iMkmX,Arce et al. (2004a),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,,,,
fbSvR,Arce et al. (2004b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
wxWef,Arce et al. (2006a),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,,
YCSqz,Arce et al. (2006b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,,
JZzCG,Arce et al. (2006d),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,,
mjNsH,Arce et al. (2006e),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
qLXOl,Arce et al. (2006e),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,,,,
lDwFo,Arce et al. (2006f),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
aXNdX,Arce et al. (2007d),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,,
UCQDo,Arce et al. (2008a),Refractive index,Liquid,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,,,,,,,
SYuIJ,Arce et al. (2010b),Refractive index,Liquid,ABmsXD,CCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-3,5-dimethylpyridinium bis(trifluoromethylsulfonyl)imide",,,,,,,
AFfGD,Barzegar-Jalali et al. (2019),Refractive index,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,,,,,
guFpz,Barzegar-Jalali et al. (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,,,,
JMznJ,Barzegar-Jalali et al. (2020),Refractive index,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,,,,,
aSwJm,Bendova and Wagner (2006),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
XjJBJ,Bonhote et al. (1996),Refractive index,Liquid,ABUcyg,Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,,,,,,
MvutG,Bonhote et al. (1996),Refractive index,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
DVtPJ,Bonhote et al. (1996),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
qrQIv,Bonhote et al. (1996),Refractive index,Liquid,ABchCs,CC(C)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide,,,,,,,
vZvvE,Bonhote et al. (1996),Refractive index,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
eDdyS,Bonhote et al. (1996),Refractive index,Liquid,ABhgJf,C[n+]1ccn(CC(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-methyl-3-(2,2,2-trifluoroethyl)imidazolium bis((trifluoromethyl)sulfonyl)imide",,,,,,,
haRYu,Bonhote et al. (1996),Refractive index,Liquid,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,,,,,
sUMip,Bonhote et al. (1996),Refractive index,Liquid,ABfRvW,CCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
sXepx,Bonhote et al. (1996),Refractive index,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,,,,,
dmBtI,Bonhote et al. (1996),Refractive index,Liquid,ABZxTD,CCn1cc(C)[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-ethyl-1,5-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,,,,,,
txTwZ,Bonhote et al. (1996),Refractive index,Liquid,ABchuU,CCn1c[n+](CC)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethyl-4-methylimidazolium bis(trifluoromethylsulfonyl)amide",,,,,,,
khiDb,Bonhote et al. (1996),Refractive index,Liquid,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,,,,,
CXDjG,Bonhote et al. (1996),Refractive index,Liquid,AAwaEi,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoroacetate,,,,,,,
ORkoO,Bonhote et al. (1996),Refractive index,Liquid,AAtqPi,CCn1cc[n+](CC)c1.O=C([O-])C(F)(F)F,"1,3-diethylimidazolium trifluoroacetate",,,,,,,
hBIyU,Bonhote et al. (1996),Refractive index,Liquid,AAzKwS,CCCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,1-butyl-3-ethylimidazolium trifluoroacetate,,,,,,,
ysAgY,Bonhote et al. (1996),Refractive index,Liquid,ABPmjq,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium heptafluorobutanate,,,,,,,
JrpAh,Bonhote et al. (1996),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
pGddT,Bonhote et al. (1996),Refractive index,Liquid,ABgPoq,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium nonafluorobutanesulfonate,,,,,,,
VErjZ,Bonhote et al. (1996),Refractive index,Liquid,ABAmXM,CC[n+]1cc(C)n(C)c1.O=S(=O)([O-])C(F)(F)F,"1-ethyl-3,4-dimethylimidazolium trifluoromethanesulfonate",,,,,,,
ATwQB,Bonhote et al. (1996),Refractive index,Liquid,ABAmAL,CCn1cc[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,"1,3-diethylimidazolium trifluoromethanesulfonate",,,,,,,
PWaXu,Bonhote et al. (1996),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
GRexC,Bonhote et al. (1996),Refractive index,Liquid,ABDqvC,COCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-(2-methoxyethyl)-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
VzFKm,Branco et al. (2015),Refractive index,Liquid,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,,,,
GNWJP,Branco et al. (2015),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
KfbLN,Branco et al. (2015),Refractive index,Liquid,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,,,,
snJeg,Branco et al. (2015),Refractive index,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
xIupe,Brown et al. (2022),Refractive index,Liquid,AAZfTw,CCCCC[NH3+].O=C[O-],pentylammonium formate,,,,,,,
BoOAs,Brown et al. (2022),Refractive index,Liquid,AAiYkh,C[N+](C)(C)CCO.O=C([O-])CO,choline glycolate,,,,,,,
GsejE,Brown et al. (2022),Refractive index,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,,,,,
tzdUu,Brown et al. (2022),Refractive index,Liquid,AAdDov,O=C[O-].OCC[NH2+]CCO,diethanolammonium formate,,,,,,,
XtQgf,Brown et al. (2022),Refractive index,Liquid,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,,,,
JpwSg,Brown et al. (2022),Refractive index,Liquid,AAXsWN,O=[N+]([O-])[O-].[NH3+]CCO,ethanolammonium nitrate,,,,,,,
ZMqbE,Brown et al. (2022),Refractive index,Liquid,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,,,,,
DRZlU,Brown et al. (2022),Refractive index,Liquid,AAXPnD,CC[NH3+].O=C([O-])CO,ethylammonium glycolate,,,,,,,
xnRUR,Brown et al. (2022),Refractive index,Liquid,AARbsW,CC[NH3+].O=C[O-],ethylammonium formate,,,,,,,
cXvog,Brown et al. (2022),Refractive index,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,,,,,,,
hkNgX,Brown et al. (2022),Refractive index,Metastable liquid,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,,,,,
EMSPj,Brown et al. (2022),Refractive index,Liquid,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,,,,,
HNSOS,Brown et al. (2022),Refractive index,Liquid,AAZzRX,CC(O)C(=O)[O-].CC[NH3+],ethylammonium lactate,,,,,,,
hcLlU,Cabeza et al. (2019),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,,,,,
dbgPW,Cabeza et al. (2019),Refractive index,Liquid,ACGpYk,CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.N#CS[Zn-2](SC#N)(SC#N)SC#N,1-butyl-3-methylimidazolium tetrathiocyanatozincate(II),,,,,,,
SfDYg,Cabeza et al. (2019),Refractive index,Liquid,ADcimD,CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.S=C=N[Mn-4](N=C=S)(N=C=S)(N=C=S)(N=C=S)N=C=S,1-butyl-3-methylimidazolium hexathiocyanatomanganate(II),,,,,,,
TeoRp,Cabeza et al. (2019),Refractive index,Liquid,AChLSo,CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.N#CS[Cu-3](SC#N)(SC#N)SC#N,1-butyl-3-methylimidazolium tetrathiocyanatocuprate(I),,,,,,,
QcGsD,Cabeza et al. (2019),Refractive index,Liquid,ACPrNc,CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.S=C=N[Cd-2](N=C=S)(N=C=S)N=C=S,1-butyl-3-methylimidazolium tetrathiocyanatocadmate(II),,,,,,,
NsuJj,Cabeza et al. (2019),Refractive index,Liquid,ACgpan,CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.N#CS[Hg-2](SC#N)(SC#N)SC#N,1-butyl-3-methylimidazolium tetrathiocyanatomercurate(II),,,,,,,
gYZrL,Caeiro et al. (2022),Refractive index,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,,,,
oAqKT,Caeiro et al. (2022),Refractive index,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,,,,
MKzgn,Caeiro et al. (2022),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,,,,
ofGMt,Calvar et al. (2007b),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,,,,
pqAnk,Chafer et al. (2015),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
rPsyz,Chafer et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
AGepH,Chen et al. (2014c),Refractive index,Liquid,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,,,,,
DkAmP,Chen et al. (2016c),Refractive index,Liquid,ABZmaR,COC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(methoxymethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,,
WEEST,Chen et al. (2016c),Refractive index,Liquid,ABflRC,CCOCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-ethoxyethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,,
rCtGM,Chen et al. (2016c),Refractive index,Liquid,ABflPG,COCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-(3-methoxypropyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,,
JkyQl,Chen et al. (2016c),Refractive index,Liquid,ABiVNH,CCCOCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-(2-propoxyethyl)imidazolium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,,
BsvVN,Chen et al. (2016c),Refractive index,Liquid,ABaRkL,COC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(methoxymethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,,
xEzNG,Chen et al. (2016c),Refractive index,Liquid,ABdBhE,CCOCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-(ethoxymethyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,,
gjpRc,Chen et al. (2016c),Refractive index,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,,
YMlDA,Chen et al. (2017d),Refractive index,Liquid,AAvwNA,CCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-butylpyridinium trifluoroacetate,,,,,,,
MIPey,Chen et al. (2017d),Refractive index,Liquid,AAwaEi,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoroacetate,,,,,,,
nQhEn,Chen et al. (2019b),Refractive index,Liquid,AAjWoe,CCCCn1cc[n+](C)c1.O=C[O-],3-butyl-1-methyl-1H-imidazolium formate,,,,,,,
EPOBP,Chennuri et al. (2017),Refractive index,Liquid,AAwlTp,CCCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium hexanoate,,,,,,,
ukEHx,Chennuri et al. (2017),Refractive index,Liquid,AAuBDS,CCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium pentanoate,,,,,,,
VcAQX,Chennuri et al. (2017),Refractive index,Liquid,AArQKv,CCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium butyrate,,,,,,,
gjCtm,Chennuri et al. (2017),Refractive index,Liquid,AAogRP,CCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium propionate,,,,,,,
mdWEw,Choi et al. (2013),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
CvioD,Choi et al. (2013),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,,
bwgty,Choi et al. (2013),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
ckSCP,Choi et al. (2013),Refractive index,Liquid,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,,,,
aqVye,Choi et al. (2013),Refractive index,Liquid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,,,,
VBHOH,Choi et al. (2013),Refractive index,Liquid,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,,,,,
uekyr,Choi et al. (2013),Refractive index,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
Paedk,Choi et al. (2013),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,,,,
FXhCQ,Corderi and Gonzalez (2012),Refractive index,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
YWFHx,Corderi and Gonzalez (2012),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
LCNEU,Corderi and Gonzalez (2012),Refractive index,Liquid,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,,,,,
hzZXh,Corderi and Gonzalez (2012),Refractive index,Liquid,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,,,,
KLUkX,Corderi et al. (2012b),Refractive index,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
sdLTX,Corderi et al. (2012b),Refractive index,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
EFkRI,Corderi et al. (2012b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
pXFpO,Corderi et al. (2014a),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,,,,
fRdKw,Corderi et al. (2014b),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,,,,
iBXLd,Corderi et al. (2016),Refractive index,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,,,,,
eCnzv,Costa et al. (2020),Refractive index,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
MuMxq,Costa et al. (2020),Refractive index,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
xlVQP,Costa et al. (2020),Refractive index,Liquid,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,,,,
