setid,reference,propertiy,phases,compound id 1,compound id 2,compound id 3,np,compound name 1,compound name 2,compound name 3
DMkRa,Rafiee and Frouzesh (2016b),Density,Liquid,AAOWgA,AADYJk,AAoChY,165,2-aminoacetic acid,water,1-ethyl-3-methylimidazolium hydrogen sulfate
xlIJF,Rafiee and Frouzesh (2017a),Density,Liquid,AAOWgA,AADYJk,AArYBF,165,2-aminoacetic acid,water,1-butyl-3-methylimidazolium tetrafluoroborate
gXYOi,Rafiee and Frouzesh (2017a),Density,Liquid,AAUKxI,AADYJk,AArYBF,165,L-serine,water,1-butyl-3-methylimidazolium tetrafluoroborate
GuUwm,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,AANNYY,AADYJk,165,1-ethyl-3-methylimidazolium hydrogen sulfate,lithium nitrate,water
akUEV,Rezaei and Rafiee (2021),Density,Liquid,AArYBF,AAjBnE,AADYJk,165,1-butyl-3-methylimidazolium tetrafluoroborate,D-sorbitol,water
PopkZ,Rezaei and Rafiee (2021),Density,Liquid,AAoChY,AAjBnE,AADYJk,165,1-ethyl-3-methylimidazolium hydrogen sulfate,D-sorbitol,water
jzVDe,Sharma and Chauhan (2014),Density,Liquid,AAdrVa,ABHPBX,AADYJk,165,L-histidine,dodecyltrimethylammonium bromide,water
cJbcm,Sharma and Chauhan (2014),Density,Liquid,AAckyA,ABHPBX,AADYJk,165,L-methionine,dodecyltrimethylammonium bromide,water
BIQrc,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,ABHPBX,AADYJk,165,L-glutamine,dodecyltrimethylammonium bromide,water
gDaaz,Rafiee and Frouzesh (2016b),Density,Liquid,AAUKxI,AADYJk,AAoChY,164,L-serine,water,1-ethyl-3-methylimidazolium hydrogen sulfate
QJUiW,Esperanca et al. (2008),Density,Liquid,ABiCtA,,,163,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,
YYWVF,Taib et al. (2014),Density,Liquid,AALmBl,AADYJk,AArYBF,162,2-aminoethan-1-ol,water,1-butyl-3-methylimidazolium tetrafluoroborate
NKrxD,Tariq et al. (2013),Density,Liquid,AADYJk,AAsTjr,,161,water,1-methyl-3-octylimidazolium chloride,
NByCd,Bhattarai et al. (2011),Density,Liquid,AAGIBL,ABDXmt,AADYJk,160,methanol,sodium dodecyl sulfate,water
sQExt,Bioucas et al. (2022),Density,Liquid,AAniqB,AADYJk,,160,1-ethyl-3-methylimidazolium methanesulfonate,water,
hlhlx,Bucherl et al. (2017),Density,Liquid,AADYJk,AAgmaR,AAyCVz,160,water,1-ethyl-3-methylimidazolium acetate,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
xQLRr,Krolikowska et al. (2014c),Density,Liquid,AADYJk,AAoDPb,,160,water,1-butyl-1-methylpyrrolidinium dicyanamide,
cgTNh,Krolikowska et al. (2023),Density,Liquid,AAtWRk,AAIsrh,,160,1-ethyl-3-methylimidazolium dimethylphosphate,ethanol,
YLObv,Krolikowska et al. (2023),Density,Liquid,AAqlaB,AAIsrh,,160,"1,3-dimethylimidazolium dimethyl phosphate",ethanol,
cSEkd,Kumar et al. (2017b),Density,Liquid,AAXPnN,AADYJk,AAsrIo,160,(R)-2-amino-3-mercaptopropanoic acid,water,1-pentyl-3-methylimidazolium bromide
hHpQL,Kumar et al. (2017b),Density,Liquid,AAfTmT,AADYJk,AAsrIo,160,N-acetyl-L-cysteine,water,1-pentyl-3-methylimidazolium bromide
zJqFL,Kumar et al. (2017c),Density,Liquid,AAhQiT,AAsrIo,AADYJk,160,N-acetyl-L-leucine,1-pentyl-3-methylimidazolium bromide,water
mfdBo,Kumar et al. (2021c),Density,Liquid,AAXPnN,AAvbcc,AADYJk,160,(R)-2-amino-3-mercaptopropanoic acid,1-hexyl-3-methyl-1H-imidazolium bromide,water
rlnhy,Kumar et al. (2021c),Density,Liquid,AAfTmT,AAvbcc,AADYJk,160,N-acetyl-L-cysteine,1-hexyl-3-methyl-1H-imidazolium bromide,water
jTTVq,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,AADYJk,AAcKZa,160,lithium bromide,water,1-ethyl-3-methylimidazolium chloride
NmANQ,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,AANNYY,AAcKZa,160,water,lithium nitrate,1-ethyl-3-methylimidazolium chloride
SpDdB,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,AADYJk,AAcKZa,160,lithium chloride,water,1-ethyl-3-methylimidazolium chloride
tTIdv,Sailaja et al. (2020),Density,Liquid,AAkOQZ,ABJzYu,AADYJk,160,"1-butyl-2,3-dimethylimidazolium chloride",tetrabutylammonium bromide,water
noyRz,Shekaari et al. (2015f),Density,Liquid,AAihNG,AAHueB,AAqHiH,160,2-acetoxybenzoic acid,acetonitrile,1-butyl-3-methylimidazolium bromide
yxDpj,Shekaari et al. (2017),Density,Liquid,AAdDTg,AADYJk,AAqHiH,160,N-acetyl-p-aminophenol,water,1-butyl-3-methylimidazolium bromide
lOaPy,Shekaari et al. (2017),Density,Liquid,AAdDTg,AADYJk,AAherF,160,N-acetyl-p-aminophenol,water,1-butyl-3-methylimidazolium chloride
DeYCM,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,AAIsrh,,160,1-ethyl-3-methylimidazolium diethyl phosphate,ethanol,
GodKs,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,AAIsrh,,160,4-ethyl-4-methylmorpholinium diethyl phosphate,ethanol,
Kjyur,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,AAIsrh,,160,1-ethyl-1-methylpyrrolidinium diethyl phosphate,ethanol,
vcjAx,Zawadzki et al. (2016),Density,Liquid,AADYJk,AAtpNd,,160,water,4-butyl-4-methylmorpholinium bromide,
Yrama,Liu et al. (2020d),Density,Liquid,ABZxnD,AARQqy,,156,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",dimethyl carbonate,
wLmHu,Lu et al. (2005),Density,Liquid,AADYJk,AAtWDT,,156,water,1-ethyl-3-methylimidazolium ethyl sulfate,
AQSta,Shekaari et al. (2015e),Density,Liquid,AAihNG,AAHueB,AAvbcc,156,2-acetoxybenzoic acid,acetonitrile,1-hexyl-3-methyl-1H-imidazolium bromide
pdiKV,de Azevedo et al. (2005),Density,Liquid,ABiCtA,,,156,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,
yCbWb,Patyar et al. (2018),Density,Liquid,AAWvKW,AADYJk,AAqHiH,155,L-threonine,water,1-butyl-3-methylimidazolium bromide
FTXtG,Guerrero et al. (2012a),Density,Liquid,AAtevY,,,154,1-butyl-4-methylpyridinium tetrafluoroborate,,
juTON,Guerrero et al. (2012a),Density,Liquid,AAtejH,,,154,1-butyl-3-methylpyridinium tetrafluoroborate,,
eKrkI,Guerrero et al. (2012b),Density,Liquid,AAquMR,,,154,1-butylpyridinium tetrafluoroborate,,
aGgsa,Guerrero et al. (2012b),Density,Liquid,ABETZR,,,154,N-octyl-3-methylpyridinium tetrafluoroborate,,
tCoyj,Guerrero et al. (2012b),Density,Liquid,ABkegV,,,154,2-(5-chloro-2-((1-propylpyridinium-2-yl)oxy)pyridinium-1-yl)ethyl sulfate tetrafluoroborate,,
bNQdw,Hu et al. (2016),Density,Liquid,AADYJk,AAeAbd,,154,water,lithium trifluoromethanesulfonate,
prREC,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,AADYJk,,154,1-ethylpyridinium bromide,water,
QPmIq,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,AADYJk,,154,diethylmethylammonium methanesulfonate,water,
IfZlz,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,AADYJk,,154,1-ethyl-3-methylimidazolium acetate,water,
rVQiv,Sas et al. (2018),Density,Liquid,ABEAsp,,,154,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,
QoUbm,Sas et al. (2018),Density,Liquid,ABHPAi,,,154,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,
IhjoF,Sas et al. (2018),Density,Liquid,ABJzqe,,,154,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,
ABdXL,Sas et al. (2018),Density,Liquid,ABdMNo,,,154,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,
joGLG,Wang et al. (2023b),Density,Liquid,AAriGj,AAPByN,,154,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,dimethyl sulfoxide,
hWqlk,Wei et al. (2019),Density,Liquid,AAyCVz,AATgdC,,154,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,propylene carbonate,
AfGPz,Zhang et al. (2017f),Density,Liquid,AAgmaR,AAWveB,,154,1-ethyl-3-methylimidazolium acetate,N-methyldiethanolamine,
mPzyf,Zhang et al. (2018h),Density,Liquid,AAmufZ,AATgdC,,154,1-butylpyridinium dicyanamide,propylene carbonate,
Izafk,Zhang et al. (2021a),Density,Liquid,AAsqqt,AAQcgW,,154,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",.gamma.-butyrolactone,
GIJlK,Safarov et al. (2019),Density,Liquid,ABDWVo,,,153,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,
LTnKQ,Tariq et al. (2013),Density,Liquid,AADYJk,ABDIXm,,153,water,1-dodecyl-3-methylimidazolium chloride,
ksQpu,Chauhan et al. (2013),Density,Liquid,AAOWgA,ABSElq,AADYJk,152,2-aminoacetic acid,"N,N,N-trimethyl-1-hexadecanaminium bromide",water
rDAaR,De Lisi et al. (1990c),Density,Liquid,AAThYT,ABHPBX,AADYJk,151,hexan-1-ol,dodecyltrimethylammonium bromide,water
uYViH,Schmidt et al. (2012),Density,Liquid,AAtWDT,,,151,1-ethyl-3-methylimidazolium ethyl sulfate,,
AUwRt,Barros et al. (2018),Density,Liquid,AAGIBL,AAdDEB,,150,methanol,2-hydroxyethylammonium lactate,
qEurR,Barros et al. (2018),Density,Liquid,AAIsrh,AAdDEB,,150,ethanol,2-hydroxyethylammonium lactate,
zXXCE,Chadha et al. (2016),Density,Liquid,AAOWgA,AADYJk,AAmzKp,150,2-aminoacetic acid,water,1-hexyl-3-methylimidazolium chloride
oFUTg,Chadha et al. (2016),Density,Liquid,AAfnoT,AADYJk,AAmzKp,150,L-phenylalanine,water,1-hexyl-3-methylimidazolium chloride
rvgyA,Chadha et al. (2016),Density,Liquid,AAZVtd,AADYJk,AAmzKp,150,glycylglycine,water,1-hexyl-3-methylimidazolium chloride
GfWRt,Chadha et al. (2016),Density,Liquid,AARGJq,AADYJk,AAmzKp,150,(S)-2-aminopropanoic acid,water,1-hexyl-3-methylimidazolium chloride
uzoMW,Liu et al. (2020d),Density,Liquid,ABfReB,AARQqy,,150,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",dimethyl carbonate,
ifDMp,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,AADYJk,AAoChY,150,lithium bromide,water,1-ethyl-3-methylimidazolium hydrogen sulfate
FznaV,Rafiee and Frouzesh (2016d),Density,Liquid,ABNqYl,AADYJk,AAoChY,150,D-sucrose,water,1-ethyl-3-methylimidazolium hydrogen sulfate
ylqFs,Rafiee and Frouzesh (2016d),Density,Liquid,ABNqYl,AADYJk,AAcKZa,150,D-sucrose,water,1-ethyl-3-methylimidazolium chloride
gsHTi,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,AADYJk,AAoChY,150,D-fructose,water,1-ethyl-3-methylimidazolium hydrogen sulfate
GRtvK,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,AADYJk,AArYBF,150,D-fructose,water,1-butyl-3-methylimidazolium tetrafluoroborate
gwkSF,Sadeghi et al. (2010b),Density,Liquid,AAxgvN,AADYJk,AAqHiH,150,trisodium citrate,water,1-butyl-3-methylimidazolium bromide
bYOkS,Sequeira et al. (2020),Density,Liquid,AAyCVz,,,150,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,
SEUlg,Sharma et al. (2019),Density,Liquid,ABChJv,ABNqEQ,AADYJk,150,1-butyl-3-methylimidazolium hexafluorophosphate,D-maltose,water
ffaPL,Sharma et al. (2022c),Density,Liquid,ABNqKD,AAtSLY,AADYJk,150,.alpha.-D-lactose,methyltributylammonium chloride,water
rbYbJ,Kaur and Patyar (2023),Density,Liquid,AATrxK,AAherF,AADYJk,148,(.+-.)-.alpha.-aminobutyric acid,1-butyl-3-methylimidazolium chloride,water
ewcPg,Kaur and Patyar (2023),Density,Liquid,AAOWgA,AAherF,AADYJk,148,2-aminoacetic acid,1-butyl-3-methylimidazolium chloride,water
aVUml,Lehmann et al. (2010),Density,Liquid,AAGIBL,AAtWDT,,147,methanol,1-ethyl-3-methylimidazolium ethyl sulfate,
OxTPV,Devi et al. (2022),Density,Liquid,AAoTqw,AAoChY,AADYJk,145,trilithium citrate,1-ethyl-3-methylimidazolium hydrogen sulfate,water
kKCnS,Devi et al. (2022),Density,Liquid,AAuowU,AAoChY,AADYJk,145,"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",1-ethyl-3-methylimidazolium hydrogen sulfate,water
VHEdK,Pal et al. (2014a),Density,Liquid,AAZBIG,AADYJk,AAherF,145,ethyl 3-oxobutanoate,water,1-butyl-3-methylimidazolium chloride
rrzts,Pal et al. (2014a),Density,Liquid,AAWREy,AADYJk,AAherF,145,methyl 3-oxobutanoate,water,1-butyl-3-methylimidazolium chloride
aSdkF,Pal et al. (2014b),Density,Liquid,AARGJq,AADYJk,AAsTjr,145,(S)-2-aminopropanoic acid,water,1-methyl-3-octylimidazolium chloride
UlSnU,Pal et al. (2014b),Density,Liquid,AAOWgA,AADYJk,AAsTjr,145,2-aminoacetic acid,water,1-methyl-3-octylimidazolium chloride
lEWTH,Syal et al. (2021),Density,Liquid,AAWbiv,AAoChY,AADYJk,145,L-valine,1-ethyl-3-methylimidazolium hydrogen sulfate,water
YEGFw,Anwar et al. (2018),Density,Liquid,AAOCWD,AALwIY,AAyCVz,144,dimethylformamide,"1,2-ethanediol",1-ethyl-3-methylimidazolium trifluoromethanesulfonate
hnkyn,Esperanca et al. (2006a),Density,Liquid,ACAVEl,,,144,trihexyl(tetradecyl)phosphonium acetate,,
BJxeX,Fatima et al. (2018b),Density,Liquid,AAOCWD,AAHueB,ABDWVo,144,dimethylformamide,acetonitrile,1-butyl-3-methylimidazolium trifluoromethanesulfonate
ekwAL,Fatima et al. (2021),Density,Liquid,AAiEIE,AATMSw,AAIsrh,144,1-ethyl-3-methylimidazolium dicyanamide,"2,2,2-trifluoroethanol",ethanol
kqQkq,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,AADYJk,ABLlfj,144,potassium chloride,water,1-dodecyl-3-methylimidazolium bromide
HJtaf,Gupta et al. (2018b),Density,Liquid,AAuItX,AArYBF,AAmDom,144,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",1-butyl-3-methylimidazolium tetrafluoroborate,1-ethyl-3-methylimidazolium tetrafluoroborate
zBiJE,Liu et al. (2020d),Density,Liquid,ABchwx,AARQqy,,144,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,dimethyl carbonate,
CQNQl,Liu et al. (2020d),Density,Liquid,ABXNZH,AARQqy,,144,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,dimethyl carbonate,
eFqPd,Malik et al. (2021),Density,Liquid,AAuItX,AAQJPN,AAStxH,144,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",cyclopentanone,cyclohexanone
dlJAV,Malik et al. (2021),Density,Liquid,AAmDom,AAQJPN,AAStxH,144,1-ethyl-3-methylimidazolium tetrafluoroborate,cyclopentanone,cyclohexanone
rIBrI,Navia et al. (2007),Density,Liquid,AArYBF,AAwHNg,,144,1-butyl-3-methylimidazolium tetrafluoroborate,1-butyl-3-methylimidazolium methyl sulfate,
xeYAc,Shekaari et al. (2012a),Density,Liquid,AAihiT,AADYJk,AAsrIo,144,D-glucose,water,1-pentyl-3-methylimidazolium bromide
GWDSq,Shekaari et al. (2012a),Density,Liquid,AAihiT,AADYJk,AAvbcc,144,D-glucose,water,1-hexyl-3-methyl-1H-imidazolium bromide
jNXmv,Shekaari et al. (2016c),Density,Liquid,AAOWgA,AADYJk,ABOMSG,144,2-aminoacetic acid,water,1-butyl-3-methylimidazolium ibuprofenate
hRFXf,Shekaari et al. (2016c),Density,Liquid,AARGJq,AADYJk,ABOMSG,144,(S)-2-aminopropanoic acid,water,1-butyl-3-methylimidazolium ibuprofenate
jfAQP,Shekaari et al. (2016d),Density,Liquid,AARGJq,AADYJk,ABBHCu,144,(S)-2-aminopropanoic acid,water,1-butyl-3-methylimidazolium salicylate
DpSmA,Shekaari et al. (2016d),Density,Liquid,AAOWgA,AADYJk,ABBHCu,144,2-aminoacetic acid,water,1-butyl-3-methylimidazolium salicylate
wdTub,Zarrougui et al. (2010a),Density,Liquid,AATgdC,ABdMNo,,144,propylene carbonate,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,
zHDtk,Anton et al. (2014),Density,Liquid,ABcDsh,,,143,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,,
QOWrw,Anton et al. (2014),Density,Liquid,ABZTch,,,143,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,
jiaiD,Fan et al. (2009),Density,Liquid;Gas,AATNsm,ABChJv,,143,methyl methacrylate,1-butyl-3-methylimidazolium hexafluorophosphate,
MUcCf,Guerrero et al. (2012b),Density,Liquid,AApefh,,,143,1-butyl-3-methylpyridinium dicyanamide,,
PJwTN,Liu et al. (2021a),Density,Liquid,ABXNZH,AATgdC,,143,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,propylene carbonate,
cPWlM,Liu et al. (2021a),Density,Liquid,ABchwx,AATgdC,,143,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,propylene carbonate,
UtUuB,Kaur and Patyar (2023),Density,Liquid,AARGJq,AAherF,AADYJk,141,(S)-2-aminopropanoic acid,1-butyl-3-methylimidazolium chloride,water
YosHi,Machida et al. (2011),Density,Liquid,AAmaWV,,,141,3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,
wJhtH,Hiraga et al. (2018a),Density,Liquid,ABZdDq,,,140,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,,
Abmnd,Krolikowska et al. (2021b),Density,Liquid,AAxEby,AAIsrh,,140,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,ethanol,
UvuhM,Lehmann et al. (2010),Density,Liquid,AALIPU,AAtWDT,,140,acetone,1-ethyl-3-methylimidazolium ethyl sulfate,
ZobKL,Malik et al. (2021),Density,Liquid,AArYBF,AAQJPN,AAStxH,140,1-butyl-3-methylimidazolium tetrafluoroborate,cyclopentanone,cyclohexanone
sYhFg,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,AAIsrh,AADYJk,140,choline lactate,ethanol,water
lBOUL,Patyar and Kaur (2022),Density,Liquid,AATrxK,AADYJk,AAqHiH,140,(.+-.)-.alpha.-aminobutyric acid,water,1-butyl-3-methylimidazolium bromide
hBMKy,Richu et al. (2022),Density,Liquid,AAncat,AAqHiH,AADYJk,140,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",1-butyl-3-methylimidazolium bromide,water
otwKQ,Sharma et al. (2017),Density,Liquid,AARGJq,AADYJk,AAjkTr,140,(S)-2-aminopropanoic acid,water,1-butyl-4-methylpyridinium chloride
tqACT,Sharma et al. (2017),Density,Liquid,AAOWgA,AADYJk,AAjkTr,140,2-aminoacetic acid,water,1-butyl-4-methylpyridinium chloride
nLRXA,Sharma et al. (2017),Density,Liquid,AAWbiv,AADYJk,AAjkTr,140,L-valine,water,1-butyl-4-methylpyridinium chloride
cCpte,Singh et al. (2015d),Density,Liquid,ABNqcL,AADYJk,AAlcfh,140,D-cellobiose,water,"N,N-dimethylbenzylammonium acetate"
yvbzl,Singh et al. (2016b),Density,Liquid,AActJI,AADYJk,AAbvBq,140,D-xylose,water,N-methyl-2-oxopyrrolidinium formate
EAnge,Singh et al. (2023c),Density,Liquid,AAblPZ,AAtWDT,AADYJk,140,sodium benzoate,1-ethyl-3-methylimidazolium ethyl sulfate,water
McKwy,Singh et al. (2023c),Density,Liquid,ABGvsa,AAtWDT,AADYJk,140,potassium citrate,1-ethyl-3-methylimidazolium ethyl sulfate,water
unRrD,Syal et al. (2021),Density,Liquid,AAZLkQ,AAoChY,AADYJk,140,L-isoleucine,1-ethyl-3-methylimidazolium hydrogen sulfate,water
dTIHP,Zawadzki et al. (2016),Density,Liquid,AADYJk,AAwGGR,,140,water,1-methyl-1-pentylpiperidinium bromide,
ZUCsc,Zhang et al. (2021a),Density,Liquid,ABdzDO,AAQcgW,,140,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",.gamma.-butyrolactone,
fNQwX,Kaur and Patyar (2023),Density,Liquid,AAUKxI,AAherF,AADYJk,139,L-serine,1-butyl-3-methylimidazolium chloride,water
xQEVQ,Deenadayalu et al. (2010b),Density,Liquid,AAIsrh,AAOMHN,ACUobF,138,ethanol,methyl ethanoate,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
AzHCg,Pourtier et al. (2013),Density,Liquid,AAhEBB,AADYJk,,138,sodium trifluoromethanesulfonate,water,
cERAG,Yang et al. (2005b),Density,Liquid,AADYJk,AAtWDT,,137,water,1-ethyl-3-methylimidazolium ethyl sulfate,
faEkx,Darolia et al. (2021),Density,Liquid,AAuItX,AATDtI,AAQTZI,136,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",N-methylpyrrolidone,2-pyrrolidinone
sUFNo,Darolia et al. (2021),Density,Liquid,AAmDom,AATDtI,AAQTZI,136,1-ethyl-3-methylimidazolium tetrafluoroborate,N-methylpyrrolidone,2-pyrrolidinone
lrMaP,Gupta et al. (2020),Density,Liquid,AArYBF,AAmDom,AAQJPN,136,1-butyl-3-methylimidazolium tetrafluoroborate,1-ethyl-3-methylimidazolium tetrafluoroborate,cyclopentanone
XRXfe,Gupta et al. (2020),Density,Liquid,AArYBF,AAmDom,AAStxH,136,1-butyl-3-methylimidazolium tetrafluoroborate,1-ethyl-3-methylimidazolium tetrafluoroborate,cyclohexanone
lzBfd,Patyar and Kaur (2022),Density,Liquid,AAUKxI,AADYJk,AAqHiH,136,L-serine,water,1-butyl-3-methylimidazolium bromide
XBtjG,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,ABDXmt,AADYJk,136,butan-1-ol,sodium dodecyl sulfate,water
hFFlY,Anouti et al. (2009),Density,Liquid,AADYJk,AAZplZ,,135,water,pyrrolidinium nitrate,
eDMok,Barros et al. (2018),Density,Liquid,AADYJk,AAdDEB,,135,water,2-hydroxyethylammonium lactate,
srKdw,Deenadayalu et al. (2010b),Density,Liquid,AAIsrh,AAQxSq,ACUobF,135,ethanol,ethyl acetate,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
lMXgq,Navia et al. (2007),Density,Liquid,AAmDom,AAwscj,,135,1-ethyl-3-methylimidazolium tetrafluoroborate,1-hexyl-3-methylimidazolium tetrafluoroborate,
zyYyB,Esperanca et al. (2006a),Density,Liquid,ABvtRE,,,134,trihexyl(tetradecyl)phosphonium chloride,,
qNEqm,Lehmann et al. (2010),Density,Liquid,AAQRGv,AAtWDT,,133,dichloromethane,1-ethyl-3-methylimidazolium ethyl sulfate,
BELmL,Lehmann et al. (2010),Density,Liquid,AATgdC,AAtWDT,,133,propylene carbonate,1-ethyl-3-methylimidazolium ethyl sulfate,
CFuhs,Meng et al. (2022a),Density,Liquid,AAmshH,AADYJk,,133,1-propylpyridinium bromide,water,
yZtqm,Tariq et al. (2013),Density,Liquid,AADYJk,AAxopW,,133,water,1-decyl-3-methylimidazolium chloride,
tVZNA,Vercher et al. (2007),Density,Liquid,AADYJk,AAyCVz,,133,water,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,
HSKdb,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,AAHueB,,132,butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,acetonitrile,
GYlll,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,AASQTG,ABLlfj,132,water,magnesium chloride,1-dodecyl-3-methylimidazolium bromide
OPKnJ,Golabiazar and Sadeghi (2014b),Density,Liquid,AAQRpw,AADYJk,ABLlfj,132,sodium nitrate,water,1-dodecyl-3-methylimidazolium bromide
OqEDH,Guan et al. (2022),Density,Liquid,AAmQcG,AATgdC,,132,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,propylene carbonate,
OHcJn,Guan et al. (2022),Density,Liquid,AAmQcG,AAQcgW,,132,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,.gamma.-butyrolactone,
mGMUi,Jakli (2011),Density,Liquid,AAzKlv,AADYJk,,132,tetrapropylammonium bromide,water,
ObZRj,Krolikowska et al. (2017),Density,Liquid,AAkUnP,AADYJk,,132,1-ethyl-1-methylpyrrolidinium glycolate,water,
DSbFi,Kumar et al. (2016),Density,Liquid,AARRPu,ABDXmt,AADYJk,132,2-ethoxyethan-1-ol,sodium dodecyl sulfate,water
ikPqf,Liu et al. (2021a),Density,Liquid,ABZxnD,AATgdC,,132,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",propylene carbonate,
gSpZN,Ramos-Estrada et al. (2018),Density,Liquid,ABYpAz,AALcLI,,132,triethylsulfonium bis((trifluoromethyl)sulfonyl)imide,propan-1-ol,
iuyKz,Sharma et al. (2013d),Density,Liquid,AARvIf,AAUfXb,AAmDom,132,aniline,2-methylaniline,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,Sharma et al. (2013d),Density,Liquid,AAUfXb,AAUfPO,AAmDom,132,2-methylaniline,N-methylaniline,1-ethyl-3-methylimidazolium tetrafluoroborate
EDMlY,Singh et al. (2023a),Density,Liquid,ABFiAD,AAqHiH,AADYJk,132,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",1-butyl-3-methylimidazolium bromide,water
SsKOb,Singh et al. (2023a),Density,Liquid,ABFiAD,AAkmTS,AADYJk,132,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",1-ethyl-3-methylimidazolium bromide,water
NxOSm,Singh et al. (2023a),Density,Liquid,ABFiAD,AAvbcc,AADYJk,132,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",1-hexyl-3-methyl-1H-imidazolium bromide,water
bvOvr,Wei et al. (2022b),Density,Liquid,ABFcpW,AAQcgW,,132,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,.gamma.-butyrolactone,
HZSsj,Wei et al. (2022b),Density,Liquid,ABenjd,AAQcgW,,132,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",.gamma.-butyrolactone,
UnisV,Zafarani-Moattar et al. (2015b),Density,Liquid,ABNqYl,AADYJk,AAqHiH,132,D-sucrose,water,1-butyl-3-methylimidazolium bromide
VPbFo,Zhang et al. (2013d),Density,Liquid,ABHPBX,AADYJk,,132,dodecyltrimethylammonium bromide,water,
